bottle,oxy_concM_ch1,oxy_percentsat_ch1,oxy_conc_ch1,oxy_concM_ch2,oxy_percentsat_ch2,oxy_conc_ch2,salinity_ch1,salinity_ch2,sigma_t_ch1,sigma_t_ch2,chlor_fluorescence,temperature_ch1,temperature_ch2,turbidity,pressure,latitude,longitude,time,profile_id
,ml/l,percent,micromole/kg,,,,PSU,PSU,,,ugrams/l,degree_C,degree_C,,decibar,degrees_north,degrees_east,UTC,
10.0,7.6284,94.244,332.238,NaN,NaN,NaN,31.7001,31.6964,25.4202,25.4172,0.2236,0.4843,0.4847,NaN,31.045,63.030166666666666,-173.46116666666666,2021-11-15T05:52:47Z,SKQ202115Sc026_btl
11.0,7.6331,94.294,332.446,NaN,NaN,NaN,31.6995,31.6962,25.4199,25.4171,0.2224,0.481,0.4839,NaN,31.268,63.030166666666666,-173.46116666666666,2021-11-15T05:52:47Z,SKQ202115Sc026_btl
12.0,7.64,94.414,332.742,NaN,NaN,NaN,31.702,31.6981,25.4212,25.4182,0.2385,0.4946,0.4922,NaN,30.277,63.030166666666666,-173.46116666666666,2021-11-15T05:52:47Z,SKQ202115Sc026_btl
13.0,7.654,94.52,333.354,NaN,NaN,NaN,31.6962,31.6923,25.4178,25.4148,0.2242,0.469,0.4671,NaN,20.563,63.030166666666666,-173.46116666666666,2021-11-15T05:52:47Z,SKQ202115Sc026_btl
14.0,7.6409,94.355,332.785,NaN,NaN,NaN,31.6959,31.6922,25.4177,25.4147,0.2356,0.4677,0.4668,NaN,20.29,63.030166666666666,-173.46116666666666,2021-11-15T05:52:47Z,SKQ202115Sc026_btl
15.0,7.6646,94.65,333.816,NaN,NaN,NaN,31.6958,31.6921,25.4175,25.4146,0.2293,0.4687,0.4674,NaN,19.911,63.030166666666666,-173.46116666666666,2021-11-15T05:52:47Z,SKQ202115Sc026_btl
16.0,7.6613,94.611,333.671,NaN,NaN,NaN,31.696,31.6922,25.4176,25.4147,0.2379,0.4694,0.4672,NaN,10.548,63.030166666666666,-173.46116666666666,2021-11-15T05:52:47Z,SKQ202115Sc026_btl
17.0,7.654,94.532,333.354,NaN,NaN,NaN,31.6959,31.6919,25.4173,25.4142,0.2253,0.4739,0.4725,NaN,10.309,63.030166666666666,-173.46116666666666,2021-11-15T05:52:47Z,SKQ202115Sc026_btl
18.0,7.654,94.527,333.355,NaN,NaN,NaN,31.6958,31.6922,25.4173,25.4145,0.2453,0.472,0.47,NaN,10.547,63.030166666666666,-173.46116666666666,2021-11-15T05:52:47Z,SKQ202115Sc026_btl
19.0,7.65,94.517,333.179,NaN,NaN,NaN,31.6961,31.6922,25.4168,25.4137,0.1915,0.488,0.4865,NaN,5.069,63.030166666666666,-173.46116666666666,2021-11-15T05:52:47Z,SKQ202115Sc026_btl
20.0,7.6584,94.662,333.547,NaN,NaN,NaN,31.6961,31.6921,25.4159,25.4128,0.2069,0.5045,0.5037,NaN,4.026,63.030166666666666,-173.46116666666666,2021-11-15T05:52:47Z,SKQ202115Sc026_btl
21.0,7.6671,94.766,333.925,NaN,NaN,NaN,31.696,31.6923,25.4159,25.413,0.2098,0.5034,0.5027,NaN,4.379,63.030166666666666,-173.46116666666666,2021-11-15T05:52:47Z,SKQ202115Sc026_btl
1.0,5.3799,66.905,234.141,NaN,NaN,NaN,32.6281,32.6244,26.1673,26.1644,0.1777,0.4885,0.487,NaN,59.9,63.279666666666664,-173.281,2021-11-15T09:34:19Z,SKQ202115Sc027_btl
2.0,5.3647,66.715,233.476,NaN,NaN,NaN,32.6288,32.625,26.1679,26.1649,0.1777,0.4885,0.4872,NaN,59.813,63.279666666666664,-173.281,2021-11-15T09:34:19Z,SKQ202115Sc027_btl
3.0,5.3672,66.745,233.587,NaN,NaN,NaN,32.6294,32.6256,26.1684,26.1655,0.1852,0.487,0.4858,NaN,59.981,63.279666666666664,-173.281,2021-11-15T09:34:19Z,SKQ202115Sc027_btl
4.0,6.2049,77.584,270.108,NaN,NaN,NaN,32.3512,32.3441,25.9289,25.925,0.0825,0.7722,0.7403,NaN,49.024,63.279666666666664,-173.281,2021-11-15T09:34:19Z,SKQ202115Sc027_btl
5.0,6.2042,77.532,270.081,NaN,NaN,NaN,32.3389,32.3326,25.9201,25.9163,0.0814,0.7537,0.7289,NaN,48.606,63.279666666666664,-173.281,2021-11-15T09:34:19Z,SKQ202115Sc027_btl
6.0,6.2056,77.832,270.134,NaN,NaN,NaN,32.3693,32.3697,25.937,25.9356,0.0831,0.8869,0.9157,NaN,50.312,63.279666666666664,-173.281,2021-11-15T09:34:19Z,SKQ202115Sc027_btl
7.0,7.4004,92.673,322.282,NaN,NaN,NaN,31.8299,31.8259,25.4984,25.4954,0.1095,0.9717,0.9691,NaN,39.997,63.279666666666664,-173.281,2021-11-15T09:34:19Z,SKQ202115Sc027_btl
8.0,7.4037,92.643,322.431,NaN,NaN,NaN,31.8219,31.8189,25.4936,25.4911,0.0946,0.9435,0.9456,NaN,38.88,63.279666666666664,-173.281,2021-11-15T09:34:19Z,SKQ202115Sc027_btl
9.0,7.3517,91.981,320.165,NaN,NaN,NaN,31.8204,31.8185,25.4926,25.491,0.0957,0.9394,0.9426,NaN,39.607,63.279666666666664,-173.281,2021-11-15T09:34:19Z,SKQ202115Sc027_btl
10.0,7.5993,94.041,330.971,NaN,NaN,NaN,31.7124,31.7088,25.427,25.424,0.2642,0.5448,0.5459,NaN,28.543,63.279666666666664,-173.281,2021-11-15T09:34:19Z,SKQ202115Sc027_btl
11.0,7.5693,93.649,329.662,NaN,NaN,NaN,31.7108,31.7069,25.4262,25.423,0.2476,0.537,0.5369,NaN,29.88,63.279666666666664,-173.281,2021-11-15T09:34:19Z,SKQ202115Sc027_btl
12.0,7.5877,93.93,330.465,NaN,NaN,NaN,31.7153,31.709,25.4287,25.4242,0.2447,0.5573,0.5467,NaN,31.139,63.279666666666664,-173.281,2021-11-15T09:34:19Z,SKQ202115Sc027_btl
13.0,7.5909,93.888,330.603,NaN,NaN,NaN,31.7085,31.7046,25.4248,25.4218,0.3187,0.5261,0.5255,NaN,21.03,63.279666666666664,-173.281,2021-11-15T09:34:19Z,SKQ202115Sc027_btl
14.0,7.608,94.106,331.347,NaN,NaN,NaN,31.7089,31.705,25.425,25.4219,0.2894,0.5285,0.5282,NaN,21.108,63.279666666666664,-173.281,2021-11-15T09:34:19Z,SKQ202115Sc027_btl
15.0,7.588,93.861,330.478,NaN,NaN,NaN,31.7092,31.7054,25.4253,25.4222,0.2625,0.5293,0.529,NaN,22.075,63.279666666666664,-173.281,2021-11-15T09:34:19Z,SKQ202115Sc027_btl
16.0,7.5885,93.819,330.5,NaN,NaN,NaN,31.7044,31.7003,25.4223,25.4191,0.3038,0.5107,0.5083,NaN,10.848,63.279666666666664,-173.281,2021-11-15T09:34:19Z,SKQ202115Sc027_btl
17.0,7.6177,94.179,331.771,NaN,NaN,NaN,31.7045,31.7003,25.4224,25.4191,0.3152,0.5105,0.5101,NaN,10.535,63.279666666666664,-173.281,2021-11-15T09:34:19Z,SKQ202115Sc027_btl
18.0,7.6059,94.041,331.259,NaN,NaN,NaN,31.705,31.7011,25.4227,25.4196,0.3158,0.5134,0.5118,NaN,10.526,63.279666666666664,-173.281,2021-11-15T09:34:19Z,SKQ202115Sc027_btl
19.0,7.6035,93.993,331.155,NaN,NaN,NaN,31.7039,31.6996,25.4221,25.4187,0.2831,0.5061,0.5045,NaN,5.422,63.279666666666664,-173.281,2021-11-15T09:34:19Z,SKQ202115Sc027_btl
20.0,7.6174,94.163,331.761,NaN,NaN,NaN,31.7035,31.6996,25.4219,25.4188,0.302,0.5056,0.505,NaN,5.529,63.279666666666664,-173.281,2021-11-15T09:34:19Z,SKQ202115Sc027_btl
21.0,7.6235,94.23,332.025,NaN,NaN,NaN,31.7033,31.6994,25.4219,25.4188,0.2917,0.5024,0.5011,NaN,6.147,63.279666666666664,-173.281,2021-11-15T09:34:19Z,SKQ202115Sc027_btl
1.0,5.4705,68.534,238.072,NaN,NaN,NaN,32.7157,32.7113,26.2235,26.22,0.1393,0.7489,0.7473,NaN,45.638,63.60466666666667,-172.593,2021-11-15T12:53:28Z,SKQ202115Sc028_btl
2.0,5.444,68.203,236.918,NaN,NaN,NaN,32.7153,32.7113,26.2231,26.22,0.1255,0.7496,0.7475,NaN,46.383,63.60466666666667,-172.593,2021-11-15T12:53:28Z,SKQ202115Sc028_btl
3.0,5.4503,68.281,237.189,NaN,NaN,NaN,32.7157,32.7113,26.2235,26.22,0.133,0.7493,0.7481,NaN,45.053,63.60466666666667,-172.593,2021-11-15T12:53:28Z,SKQ202115Sc028_btl
4.0,5.5309,69.478,240.706,NaN,NaN,NaN,32.6783,32.682,26.1868,26.1911,0.1118,0.8641,0.8414,NaN,40.582,63.60466666666667,-172.593,2021-11-15T12:53:28Z,SKQ202115Sc028_btl
5.0,5.5951,70.211,243.496,NaN,NaN,NaN,32.6948,32.6913,26.2027,26.1999,0.1123,0.8191,0.8177,NaN,40.948,63.60466666666667,-172.593,2021-11-15T12:53:28Z,SKQ202115Sc028_btl
6.0,5.5817,70.093,242.916,NaN,NaN,NaN,32.6831,32.6793,26.1915,26.1885,0.1123,0.8496,0.8482,NaN,40.682,63.60466666666667,-172.593,2021-11-15T12:53:28Z,SKQ202115Sc028_btl
7.0,7.4984,93.356,326.496,NaN,NaN,NaN,32.0294,32.026,25.6744,25.6715,0.1301,0.6932,0.6965,NaN,31.115,63.60466666666667,-172.593,2021-11-15T12:53:28Z,SKQ202115Sc028_btl
8.0,7.5259,93.667,327.695,NaN,NaN,NaN,32.024,32.0203,25.6707,25.6678,0.1244,0.6815,0.6801,NaN,29.791,63.60466666666667,-172.593,2021-11-15T12:53:28Z,SKQ202115Sc028_btl
9.0,7.5215,93.618,327.501,NaN,NaN,NaN,32.0244,32.0212,25.6709,25.6683,0.129,0.684,0.6838,NaN,30.148,63.60466666666667,-172.593,2021-11-15T12:53:28Z,SKQ202115Sc028_btl
10.0,7.5568,93.905,329.079,NaN,NaN,NaN,31.8738,31.8712,25.5509,25.5486,0.192,0.6616,0.6659,NaN,19.707,63.60466666666667,-172.593,2021-11-15T12:53:28Z,SKQ202115Sc028_btl
11.0,7.5535,93.876,328.935,NaN,NaN,NaN,31.875,31.8703,25.5515,25.548,0.1794,0.6666,0.6624,NaN,19.388,63.60466666666667,-172.593,2021-11-15T12:53:28Z,SKQ202115Sc028_btl
12.0,7.5526,93.947,328.893,NaN,NaN,NaN,31.8865,31.882,25.5592,25.5556,0.1702,0.6971,0.6972,NaN,20.086,63.60466666666667,-172.593,2021-11-15T12:53:28Z,SKQ202115Sc028_btl
13.0,7.6188,94.631,331.782,NaN,NaN,NaN,31.8544,31.8505,25.5359,25.5328,0.2161,0.649,0.6477,NaN,10.706,63.60466666666667,-172.593,2021-11-15T12:53:28Z,SKQ202115Sc028_btl
14.0,7.619,94.63,331.788,NaN,NaN,NaN,31.8617,31.8577,25.542,25.5388,0.1932,0.6459,0.6447,NaN,10.881,63.60466666666667,-172.593,2021-11-15T12:53:28Z,SKQ202115Sc028_btl
15.0,7.586,94.224,330.355,NaN,NaN,NaN,31.8573,31.8551,25.5383,25.5366,0.1903,0.6483,0.6458,NaN,10.279,63.60466666666667,-172.593,2021-11-15T12:53:28Z,SKQ202115Sc028_btl
16.0,7.5952,94.339,330.754,NaN,NaN,NaN,31.8583,31.8545,25.5391,25.5361,0.2052,0.6485,0.6471,NaN,4.942,63.60466666666667,-172.593,2021-11-15T12:53:28Z,SKQ202115Sc028_btl
17.0,7.6137,94.567,331.561,NaN,NaN,NaN,31.8597,31.8567,25.5403,25.538,0.2047,0.647,0.6452,NaN,4.998,63.60466666666667,-172.593,2021-11-15T12:53:28Z,SKQ202115Sc028_btl
18.0,7.5997,94.393,330.951,NaN,NaN,NaN,31.8597,31.8563,25.5403,25.5377,0.2201,0.6469,0.6453,NaN,5.699,63.60466666666667,-172.593,2021-11-15T12:53:28Z,SKQ202115Sc028_btl
1.0,6.6736,82.038,290.54,NaN,NaN,NaN,32.1773,32.1698,25.8202,25.8143,0.278,0.1658,0.1643,NaN,42.63,64.67016666666666,-169.92033333333333,2021-11-15T21:21:25Z,SKQ202115Sc029_btl
2.0,6.6888,82.227,291.204,NaN,NaN,NaN,32.1774,32.1702,25.8203,25.8146,0.2705,0.1662,0.1643,NaN,42.527,64.67016666666666,-169.92033333333333,2021-11-15T21:21:25Z,SKQ202115Sc029_btl
3.0,6.6892,82.229,291.218,NaN,NaN,NaN,32.1774,32.1703,25.8203,25.8147,0.2676,0.1656,0.1641,NaN,42.7,64.67016666666666,-169.92033333333333,2021-11-15T21:21:25Z,SKQ202115Sc029_btl
4.0,6.6984,82.342,291.621,NaN,NaN,NaN,32.1749,32.1693,25.8183,25.8139,0.2877,0.1658,0.1644,NaN,30.315,64.67016666666666,-169.92033333333333,2021-11-15T21:21:25Z,SKQ202115Sc029_btl
5.0,6.6952,82.302,291.48,NaN,NaN,NaN,32.1749,32.1694,25.8183,25.8139,0.3021,0.1658,0.1643,NaN,30.36,64.67016666666666,-169.92033333333333,2021-11-15T21:21:25Z,SKQ202115Sc029_btl
6.0,6.694,82.288,291.431,NaN,NaN,NaN,32.1747,32.1693,25.8182,25.8139,0.3187,0.1657,0.1643,NaN,30.201,64.67016666666666,-169.92033333333333,2021-11-15T21:21:25Z,SKQ202115Sc029_btl
7.0,6.88,84.081,299.537,NaN,NaN,NaN,32.1163,32.1172,25.7806,25.7807,0.3043,-0.0416,-0.0304,NaN,20.555,64.67016666666666,-169.92033333333333,2021-11-15T21:21:25Z,SKQ202115Sc029_btl
8.0,6.9197,84.328,301.27,NaN,NaN,NaN,32.0933,32.0866,25.7663,25.7617,0.3525,-0.1424,-0.1592,NaN,20.52,64.67016666666666,-169.92033333333333,2021-11-15T21:21:25Z,SKQ202115Sc029_btl
9.0,6.9912,85.026,304.389,NaN,NaN,NaN,32.0768,32.0727,25.7561,25.7528,0.3353,-0.2159,-0.2156,NaN,20.487,64.67016666666666,-169.92033333333333,2021-11-15T21:21:25Z,SKQ202115Sc029_btl
10.0,7.1088,85.98,309.515,NaN,NaN,NaN,32.0268,32.0221,25.7236,25.7198,0.3577,-0.4109,-0.4118,NaN,10.445,64.67016666666666,-169.92033333333333,2021-11-15T21:21:25Z,SKQ202115Sc029_btl
11.0,7.1046,85.939,309.333,NaN,NaN,NaN,32.0276,32.0235,25.7241,25.7207,0.3496,-0.4072,-0.407,NaN,10.416,64.67016666666666,-169.92033333333333,2021-11-15T21:21:25Z,SKQ202115Sc029_btl
12.0,7.1196,86.102,309.989,NaN,NaN,NaN,32.0262,32.0219,25.7233,25.7197,0.3359,-0.4152,-0.414,NaN,10.459,64.67016666666666,-169.92033333333333,2021-11-15T21:21:25Z,SKQ202115Sc029_btl
13.0,7.1121,86.032,309.66,NaN,NaN,NaN,32.0276,32.0233,25.7241,25.7206,0.3628,-0.406,-0.4084,NaN,2.346,64.67016666666666,-169.92033333333333,2021-11-15T21:21:25Z,SKQ202115Sc029_btl
14.0,7.1172,86.097,309.883,NaN,NaN,NaN,32.0279,32.0233,25.7242,25.7206,0.3089,-0.405,-0.4076,NaN,2.55,64.67016666666666,-169.92033333333333,2021-11-15T21:21:25Z,SKQ202115Sc029_btl
15.0,7.1121,86.021,309.661,NaN,NaN,NaN,32.0272,32.0227,25.7239,25.7203,0.3531,-0.4111,-0.4124,NaN,2.695,64.67016666666666,-169.92033333333333,2021-11-15T21:21:25Z,SKQ202115Sc029_btl
1.0,7.8172,93.855,340.313,NaN,NaN,NaN,32.1946,32.1863,25.8711,25.8645,0.4786,-0.7329,-0.7339,NaN,41.307,64.68033333333334,-169.10066666666665,2021-11-16T00:44:10Z,SKQ202115Sc030_btl
2.0,7.7984,93.629,339.492,NaN,NaN,NaN,32.1944,32.1869,25.8709,25.8649,0.4734,-0.7329,-0.7329,NaN,41.189,64.68033333333334,-169.10066666666665,2021-11-16T00:44:10Z,SKQ202115Sc030_btl
3.0,7.7829,93.435,338.818,NaN,NaN,NaN,32.1936,32.1859,25.8704,25.8642,0.5285,-0.736,-0.7367,NaN,40.943,64.68033333333334,-169.10066666666665,2021-11-16T00:44:10Z,SKQ202115Sc030_btl
4.0,7.8643,93.813,342.377,NaN,NaN,NaN,32.1298,32.1235,25.8261,25.821,0.5743,-0.9575,-0.9583,NaN,29.997,64.68033333333334,-169.10066666666665,2021-11-16T00:44:10Z,SKQ202115Sc030_btl
5.0,7.8682,93.846,342.547,NaN,NaN,NaN,32.1283,32.1225,25.825,25.8203,0.5737,-0.9625,-0.9631,NaN,30.138,64.68033333333334,-169.10066666666665,2021-11-16T00:44:10Z,SKQ202115Sc030_btl
6.0,7.8383,93.486,341.245,NaN,NaN,NaN,32.1278,32.1219,25.8246,25.8199,0.6127,-0.9638,-0.9647,NaN,30.198,64.68033333333334,-169.10066666666665,2021-11-16T00:44:10Z,SKQ202115Sc030_btl
7.0,7.8521,93.701,341.847,NaN,NaN,NaN,32.1331,32.1281,25.8284,25.8243,0.568,-0.9453,-0.9445,NaN,20.03,64.68033333333334,-169.10066666666665,2021-11-16T00:44:10Z,SKQ202115Sc030_btl
8.0,7.8321,93.426,340.977,NaN,NaN,NaN,32.129,32.1243,25.8255,25.8217,0.5892,-0.9589,-0.9586,NaN,19.918,64.68033333333334,-169.10066666666665,2021-11-16T00:44:10Z,SKQ202115Sc030_btl
9.0,7.8348,93.458,341.095,NaN,NaN,NaN,32.1291,32.1243,25.8255,25.8217,0.6052,-0.9589,-0.9581,NaN,19.983,64.68033333333334,-169.10066666666665,2021-11-16T00:44:10Z,SKQ202115Sc030_btl
10.0,7.8579,93.756,342.1,NaN,NaN,NaN,32.1314,32.1266,25.8272,25.8234,0.6035,-0.9504,-0.9531,NaN,10.104,64.68033333333334,-169.10066666666665,2021-11-16T00:44:10Z,SKQ202115Sc030_btl
11.0,7.8473,93.628,341.639,NaN,NaN,NaN,32.1312,32.1264,25.827,25.8231,0.5479,-0.951,-0.9522,NaN,9.952,64.68033333333334,-169.10066666666665,2021-11-16T00:44:10Z,SKQ202115Sc030_btl
12.0,7.8232,93.326,340.588,NaN,NaN,NaN,32.1302,32.1257,25.8263,25.8228,0.5651,-0.9565,-0.9574,NaN,10.022,64.68033333333334,-169.10066666666665,2021-11-16T00:44:10Z,SKQ202115Sc030_btl
13.0,7.8261,93.41,340.715,NaN,NaN,NaN,32.1338,32.1299,25.8287,25.8256,0.5296,-0.938,-0.9404,NaN,3.338,64.68033333333334,-169.10066666666665,2021-11-16T00:44:10Z,SKQ202115Sc030_btl
14.0,7.838,93.55,341.234,NaN,NaN,NaN,32.134,32.1299,25.8289,25.8256,0.5193,-0.9389,-0.9403,NaN,2.758,64.68033333333334,-169.10066666666665,2021-11-16T00:44:10Z,SKQ202115Sc030_btl
15.0,7.8395,93.554,341.298,NaN,NaN,NaN,32.1342,32.13,25.8292,25.826,0.5439,-0.9444,-0.948,NaN,2.846,64.68033333333334,-169.10066666666665,2021-11-16T00:44:10Z,SKQ202115Sc030_btl
1.0,7.5829,91.756,330.129,NaN,NaN,NaN,32.1366,32.1266,25.8128,25.8048,0.3175,-0.4232,-0.4247,NaN,44.315,64.98983333333334,-169.14016666666666,2021-11-16T07:01:37Z,SKQ202115Sc032_btl
2.0,7.564,91.528,329.307,NaN,NaN,NaN,32.1376,32.1277,25.8136,25.8057,0.3766,-0.4232,-0.4246,NaN,44.388,64.98983333333334,-169.14016666666666,2021-11-16T07:01:37Z,SKQ202115Sc032_btl
3.0,7.5705,91.607,329.589,NaN,NaN,NaN,32.1385,32.1288,25.8143,25.8066,0.3783,-0.4231,-0.4245,NaN,44.387,64.98983333333334,-169.14016666666666,2021-11-16T07:01:37Z,SKQ202115Sc032_btl
4.0,7.6324,92.249,332.294,NaN,NaN,NaN,32.1071,32.0997,25.7903,25.7843,0.3049,-0.4587,-0.459,NaN,30.267,64.98983333333334,-169.14016666666666,2021-11-16T07:01:37Z,SKQ202115Sc032_btl
5.0,7.6182,92.077,331.674,NaN,NaN,NaN,32.1069,32.1,25.7902,25.7845,0.3043,-0.4588,-0.4575,NaN,30.259,64.98983333333334,-169.14016666666666,2021-11-16T07:01:37Z,SKQ202115Sc032_btl
6.0,7.6369,92.306,332.49,NaN,NaN,NaN,32.1072,32.1014,25.7904,25.7856,0.3577,-0.4577,-0.4554,NaN,30.409,64.98983333333334,-169.14016666666666,2021-11-16T07:01:37Z,SKQ202115Sc032_btl
7.0,7.7319,92.569,336.643,NaN,NaN,NaN,32.0315,31.9995,25.7413,25.72,0.4218,-0.7958,-0.9401,NaN,20.256,64.98983333333334,-169.14016666666666,2021-11-16T07:01:37Z,SKQ202115Sc032_btl
8.0,7.7622,92.786,337.961,NaN,NaN,NaN,32.0203,32.0039,25.734,25.7222,0.4516,-0.8516,-0.8981,NaN,20.081,64.98983333333334,-169.14016666666666,2021-11-16T07:01:37Z,SKQ202115Sc032_btl
9.0,7.7633,92.641,338.012,NaN,NaN,NaN,32.0093,31.9996,25.7271,25.7198,0.4281,-0.9125,-0.9295,NaN,20.316,64.98983333333334,-169.14016666666666,2021-11-16T07:01:37Z,SKQ202115Sc032_btl
10.0,7.7789,92.585,338.696,NaN,NaN,NaN,31.9926,31.9871,25.7165,25.712,0.4923,-1.006,-1.0066,NaN,10.19,64.98983333333334,-169.14016666666666,2021-11-16T07:01:37Z,SKQ202115Sc032_btl
11.0,7.7845,92.651,338.941,NaN,NaN,NaN,31.9926,31.9868,25.7164,25.7117,0.4499,-1.0063,-1.0051,NaN,10.24,64.98983333333334,-169.14016666666666,2021-11-16T07:01:37Z,SKQ202115Sc032_btl
12.0,7.787,92.68,339.047,NaN,NaN,NaN,31.9925,31.987,25.7163,25.7119,0.4167,-1.0062,-1.0068,NaN,10.457,64.98983333333334,-169.14016666666666,2021-11-16T07:01:37Z,SKQ202115Sc032_btl
13.0,7.7842,92.67,338.926,NaN,NaN,NaN,31.9927,31.9875,25.7162,25.7121,0.3858,-0.9967,-0.9987,NaN,2.854,64.98983333333334,-169.14016666666666,2021-11-16T07:01:37Z,SKQ202115Sc032_btl
14.0,7.7892,92.724,339.143,NaN,NaN,NaN,31.992,31.9852,25.7157,25.71,0.4167,-0.999,-0.9937,NaN,2.856,64.98983333333334,-169.14016666666666,2021-11-16T07:01:37Z,SKQ202115Sc032_btl
15.0,7.7844,92.667,338.935,NaN,NaN,NaN,31.9919,31.9877,25.7157,25.7121,0.4035,-0.9989,-0.9944,NaN,2.939,64.98983333333334,-169.14016666666666,2021-11-16T07:01:37Z,SKQ202115Sc032_btl
1.0,7.1262,85.451,310.322,NaN,NaN,NaN,31.8135,31.8068,25.5609,25.5555,0.3898,-0.6793,-0.6796,NaN,44.061,64.9585,-169.88,2021-11-16T10:30:20Z,SKQ202115Sc033_btl
2.0,7.1488,85.72,311.308,NaN,NaN,NaN,31.8136,31.8071,25.561,25.5558,0.3915,-0.6801,-0.6816,NaN,44.204,64.9585,-169.88,2021-11-16T10:30:20Z,SKQ202115Sc033_btl
3.0,7.1146,85.311,309.818,NaN,NaN,NaN,31.8136,31.8071,25.561,25.5558,0.3674,-0.6798,-0.681,NaN,44.181,64.9585,-169.88,2021-11-16T10:30:20Z,SKQ202115Sc033_btl
4.0,7.201,86.274,313.587,NaN,NaN,NaN,31.785,31.7779,25.5387,25.533,0.4161,-0.7036,-0.7059,NaN,30.403,64.9585,-169.88,2021-11-16T10:30:20Z,SKQ202115Sc033_btl
5.0,7.1948,86.211,313.318,NaN,NaN,NaN,31.7894,31.7847,25.5421,25.5383,0.3984,-0.7004,-0.6999,NaN,30.37,64.9585,-169.88,2021-11-16T10:30:20Z,SKQ202115Sc033_btl
6.0,7.1602,85.804,311.811,NaN,NaN,NaN,31.7915,31.7868,25.5437,25.5399,0.3932,-0.6973,-0.698,NaN,30.422,64.9585,-169.88,2021-11-16T10:30:20Z,SKQ202115Sc033_btl
7.0,7.2644,86.932,316.353,NaN,NaN,NaN,31.7622,31.7576,25.5215,25.5178,0.419,-0.7415,-0.7438,NaN,20.687,64.9585,-169.88,2021-11-16T10:30:20Z,SKQ202115Sc033_btl
8.0,7.2618,86.9,316.24,NaN,NaN,NaN,31.7626,31.7575,25.5218,25.5178,0.4339,-0.7421,-0.7434,NaN,20.715,64.9585,-169.88,2021-11-16T10:30:20Z,SKQ202115Sc033_btl
9.0,7.2743,87.054,316.786,NaN,NaN,NaN,31.7626,31.7583,25.5218,25.5182,0.4906,-0.7402,-0.7359,NaN,20.65,64.9585,-169.88,2021-11-16T10:30:20Z,SKQ202115Sc033_btl
10.0,7.2625,86.868,316.271,NaN,NaN,NaN,31.7609,31.7563,25.5211,25.5173,0.5044,-0.7593,-0.7606,NaN,10.41,64.9585,-169.88,2021-11-16T10:30:20Z,SKQ202115Sc033_btl
11.0,7.2813,87.094,317.089,NaN,NaN,NaN,31.761,31.7564,25.5211,25.5174,0.4889,-0.7586,-0.7598,NaN,10.381,64.9585,-169.88,2021-11-16T10:30:20Z,SKQ202115Sc033_btl
12.0,7.2751,87.02,316.818,NaN,NaN,NaN,31.7609,31.7563,25.521,25.5174,0.4396,-0.7583,-0.7604,NaN,10.269,64.9585,-169.88,2021-11-16T10:30:20Z,SKQ202115Sc033_btl
13.0,7.2688,86.95,316.546,NaN,NaN,NaN,31.7609,31.7564,25.5209,25.5173,0.5514,-0.7561,-0.7572,NaN,2.466,64.9585,-169.88,2021-11-16T10:30:20Z,SKQ202115Sc033_btl
14.0,7.2893,87.199,317.438,NaN,NaN,NaN,31.7604,31.7562,25.5205,25.5172,0.4975,-0.7543,-0.7572,NaN,2.568,64.9585,-169.88,2021-11-16T10:30:20Z,SKQ202115Sc033_btl
15.0,7.2625,86.871,316.273,NaN,NaN,NaN,31.7607,31.7565,25.5208,25.5175,0.4941,-0.7579,-0.7601,NaN,2.547,64.9585,-169.88,2021-11-16T10:30:20Z,SKQ202115Sc033_btl
1.0,7.5776,93.381,329.93,NaN,NaN,NaN,32.0655,32.0594,25.7242,25.7193,0.4184,0.2899,0.2885,NaN,33.644,64.66983333333333,-168.23583333333335,2021-11-16T16:33:52Z,SKQ202115Sc034_btl
2.0,7.5985,93.639,330.837,NaN,NaN,NaN,32.0655,32.0595,25.7242,25.7194,0.4339,0.2902,0.2888,NaN,33.766,64.66983333333333,-168.23583333333335,2021-11-16T16:33:52Z,SKQ202115Sc034_btl
3.0,7.5911,93.548,330.515,NaN,NaN,NaN,32.0655,32.0595,25.7241,25.7193,0.4482,0.2905,0.2891,NaN,33.741,64.66983333333333,-168.23583333333335,2021-11-16T16:33:52Z,SKQ202115Sc034_btl
4.0,7.6033,93.676,331.048,NaN,NaN,NaN,32.0637,32.0584,25.7231,25.7189,0.4384,0.2814,0.2803,NaN,20.204,64.66983333333333,-168.23583333333335,2021-11-16T16:33:52Z,SKQ202115Sc034_btl
5.0,7.5928,93.55,330.591,NaN,NaN,NaN,32.0634,32.0581,25.7228,25.7186,0.435,0.2831,0.2825,NaN,20.29,64.66983333333333,-168.23583333333335,2021-11-16T16:33:52Z,SKQ202115Sc034_btl
6.0,7.624,93.935,331.949,NaN,NaN,NaN,32.0633,32.0583,25.7227,25.7188,0.4104,0.2832,0.2816,NaN,20.416,64.66983333333333,-168.23583333333335,2021-11-16T16:33:52Z,SKQ202115Sc034_btl
7.0,7.603,93.667,331.036,NaN,NaN,NaN,32.0631,32.0584,25.7228,25.7191,0.4327,0.2792,0.277,NaN,10.136,64.66983333333333,-168.23583333333335,2021-11-16T16:33:52Z,SKQ202115Sc034_btl
