% Cruise_CSN    Bottle        Date                PrDM      DepSM      T090C      T190C      C0S/m      C1S/m      C1S/m         V0         V1         V2         V3         V4         V5         V6         V7  FlECO-AFL   CStarAt0   CStarTr0        Par Sbox0Mm/Kg Sbox1Mm/Kg   Latitude  Longitude       Sal00      Sal11  Sigma-t00  Sigma-t11    
SKQ202312S_005      13    2023 09 15 22 31 59   19.543     19.354     7.7382     7.7425   3.236316   3.088785   3.088785     0.2434     4.0170     2.0414     0.0000     2.6488     2.5515     2.5708     0.0000     1.1123     0.6387    85.2425 1.2831e+01    287.660    262.817   62.38977 -174.56960     31.1193    29.5500    24.2642    23.0320  
SKQ202312S_005      14    2023 09 15 22 32 06   19.922     19.729     7.7638     7.7670   3.238461   3.090589   3.090589     0.2319     4.0179     2.0338     0.0000     2.6469     2.5690     2.5488     0.0000     1.0432     0.6378    85.2611 1.2319e+01    286.894    266.326   62.38976 -174.56960     31.1192    29.5481    24.2606    23.0273  
SKQ202312S_005      15    2023 09 15 22 32 21   19.929     19.737     7.7694     7.7711   3.238932   3.091786   3.091786     0.2293     4.0194     1.9599     0.0000     2.6487     2.5531     2.5236     0.0000     1.0278     0.6363    85.2939 1.0393e+01    287.505    262.401   62.38977 -174.56960     31.1192    29.5573    24.2598    23.0339  
SKQ202312S_005      16    2023 09 15 22 34 28   10.187     10.089     7.7832     7.7843   3.224195   3.084933   3.084933     0.1801     3.9711     2.4618     0.0000     2.6380     2.5921     3.0287     0.0000     0.7328     0.6847    84.2683 3.3264e+01    285.656    268.438   62.38976 -174.56960     30.9545    29.4779    24.1286    22.9699  
SKQ202312S_005      17    2023 09 15 22 34 34   10.064      9.967     7.7834     7.7848   3.224215   3.084754   3.084754     0.1813     3.9820     2.6921     0.0000     2.6395     2.5845     3.0344     0.0000     0.7400     0.6738    84.4989 5.6498e+01    285.870    267.353   62.38976 -174.56960     30.9546    29.4757    24.1287    22.9680  
SKQ202312S_005      18    2023 09 15 22 34 41   10.257     10.158     7.7813     7.7839   3.224083   3.085476   3.085476     0.1779     3.9813     2.6030     0.0000     2.6395     2.5801     3.0243     0.0000     0.7190     0.6744    84.4846 4.6079e+01    286.164    266.622   62.38978 -174.56960     30.9550    29.4839    24.1292    22.9746  
SKQ202312S_005      19    2023 09 15 22 37 17    1.759      1.742     7.8537     7.8619   3.228813   3.233584   3.233584     0.1364     3.9866     3.0461     0.0000     2.6391     2.6594     3.4434     0.0000     0.4701     0.6691    84.5968 1.3069e+02    285.022    272.688   62.38976 -174.56960     30.9448    30.9882    24.1112    24.1441  
SKQ202312S_005      20    2023 09 15 22 37 25    1.541      1.526     7.8663     7.8690   3.229555   3.234177   3.234177     0.1361     3.9730     3.2606     0.0000     2.6383     2.6567     3.3810     0.0000     0.4686     0.6828    84.3090 2.1035e+02    284.958    272.244   62.38976 -174.56960     30.9416    30.9882    24.1069    24.1432  
SKQ202312S_005      21    2023 09 15 22 37 34    1.474      1.460     7.8611     7.8686   3.227482   3.234132   3.234132     0.1352     3.9473     3.2388     0.0000     2.6369     2.6598     3.4644     0.0000     0.4631     0.7089    83.7631 2.0067e+02    285.029    272.882   62.38976 -174.56960     30.9243    30.9882    24.0941    24.1432  
SKQ202312S_005      22    2023 09 15 22 37 40    1.427      1.413     7.8662     7.8669   3.227053   3.234023   3.234023     0.1341     3.9703     3.1175     0.0000     2.6364     2.6611     3.4548     0.0000     0.4564     0.6855    84.2497 1.6911e+02    284.692    273.201   62.38976 -174.56960     30.9152    30.9885    24.0863    24.1437  
SKQ202312S_007       1    2023 09 16 04 54 29   61.150     60.552    -1.5122    -1.5109   2.552094   2.552930   2.552930     0.0928     3.1455     0.0126     0.0342     2.1040     2.1123     3.1841     0.0000     0.2089     1.6173    66.7425 3.1119e-06    279.354    265.812   62.55918 -173.55036     31.8883    31.8984    25.6452    25.6534  
SKQ202312S_007       2    2023 09 16 04 54 37   60.783     60.189    -1.5109    -1.5099   2.552175   2.552993   2.552993     0.0898     3.1136     0.0125     0.0000     2.1044     2.1166     1.2277     0.0000     0.1911     1.6582    66.0649 2.2475e-06    279.158    266.439   62.55918 -173.55036     31.8884    31.8985    25.6452    25.6534  
SKQ202312S_007       3    2023 09 16 04 54 45   61.143     60.545    -1.5114    -1.5101   2.552160   2.553000   2.553000     0.0916     3.1020     0.0125     0.0018     2.1036     2.1119     2.7284     0.0000     0.2017     1.6730    65.8206 2.0746e-06    278.943    265.457   62.55918 -173.55036     31.8885    31.8985    25.6453    25.6534  
SKQ202312S_007       4    2023 09 16 04 56 51   50.965     50.468    -1.5129    -1.5116   2.551551   2.552386   2.552386     0.0906     3.2205     0.0667     0.0000     2.1056     2.1151     0.7079     0.0000     0.1955     1.5230    68.3341 1.5629e-02    279.380    265.573   62.55926 -173.55030     31.8878    31.8979    25.6448    25.6530  
SKQ202312S_007       5    2023 09 16 04 56 57   50.872     50.376    -1.5132    -1.5115   2.551532   2.552384   2.552384     0.0909     3.2135     0.0453     0.0000     2.1053     2.1136     0.7100     0.0000     0.1971     1.5317    68.1865 9.1557e-03    278.868    265.306   62.55926 -173.55028     31.8879    31.8978    25.6449    25.6529  
SKQ202312S_007       6    2023 09 16 04 58 54   40.945     40.547    -1.5065    -1.5047   2.551557   2.552403   2.552403     0.0893     3.4675     0.6017     0.0000     2.1191     2.1256     1.2148     0.0000     0.1877     1.2273    73.5774 3.4111e-01    280.601    266.211   62.55930 -173.55026     31.8871    31.8967    25.6441    25.6518  
SKQ202312S_007       7    2023 09 16 04 59 02   41.088     40.688    -1.5066    -1.5048   2.551550   2.552408   2.552408     0.0896     3.4927     0.5940     0.0000     2.1209     2.1315     1.2055     0.0000     0.1896     1.1983    74.1137 3.3298e-01    281.451    268.483   62.55930 -173.55025     31.8870    31.8968    25.6440    25.6519  
SKQ202312S_007       8    2023 09 16 05 00 57   30.906     30.606    -1.0622    -1.0623   2.576096   2.576853   2.576853     0.2136     4.1404     0.9626     0.0000     2.5505     2.5674     1.7213     0.0000     0.9338     0.5176    87.8608 9.3673e-01    349.795    333.139   62.55928 -173.55026     31.7545    31.7649    25.5252    25.5336  
SKQ202312S_007       9    2023 09 16 05 01 06   30.687     30.390    -1.0675    -1.0658   2.575525   2.576377   2.576377     0.2174     4.1395     0.9767     0.0000     2.5495     2.5681     1.7272     0.0000     0.9564     0.5185    87.8417 9.7134e-01    350.068    333.581   62.55928 -173.55026     31.7525    31.7622    25.5237    25.5315  
SKQ202312S_007      10    2023 09 16 05 01 14   30.529     30.233    -1.0690    -1.0682   2.575450   2.576210   2.576210     0.2126     4.1387     0.9853     0.0000     2.5495     2.5740     1.7330     0.0000     0.9278     0.5193    87.8248 9.9335e-01    349.851    334.752   62.55928 -173.55026     31.7531    31.7626    25.5243    25.5319  
SKQ202312S_007      11    2023 09 16 05 03 08   24.656     24.417     5.2592     4.8362   3.048280   3.017697   3.017697     0.3242     4.0777     1.1337     0.0271     2.7636     2.7904     2.0418     0.0000     1.5970     0.5787    86.5300 1.4497e+00    322.014    315.127   62.55930 -173.55024     31.3158    31.3642    24.7274    24.8113  
SKQ202312S_007      12    2023 09 16 05 04 51   20.691     20.491     7.4460     7.4456   3.219443   3.220122   3.220122     0.2369     3.9919     1.2699     0.0000     2.6690     2.6793     2.2280     0.0000     1.0735     0.6638    84.7083 2.0301e+00    292.289    279.079   62.55936 -173.55018     31.2004    31.2080    24.3678    24.3739  
SKQ202312S_007      13    2023 09 16 05 05 12   20.898     20.695     7.4448     7.4469   3.219412   3.220195   3.220195     0.2350     3.9906     1.2754     0.0000     2.6689     2.6779     2.2197     0.0000     1.0622     0.6651    84.6819 2.0498e+00    292.287    278.707   62.55936 -173.55016     31.2010    31.2075    24.3685    24.3733  
SKQ202312S_007      14    2023 09 16 05 05 18   20.925     20.722     7.4454     7.4462   3.219431   3.220127   3.220127     0.2372     3.9914     1.2799     0.0000     2.6699     2.6789     2.2154     0.0000     1.0750     0.6643    84.6988 2.0722e+00    292.550    277.699   62.55938 -173.55016     31.2006    31.2074    24.3681    24.3733  
SKQ202312S_007      15    2023 09 16 05 07 32   10.667     10.564     7.4562     7.4566   3.215762   3.216447   3.216447     0.2361     3.9715     1.8511     0.0000     2.6748     2.6811     2.7448     0.0000     1.0688     0.6843    84.2768 8.0449e+00    292.682    278.651   62.55944 -173.55010     31.1562    31.1632    24.3317    24.3372  
SKQ202312S_007      16    2023 09 16 05 08 12   11.130     11.023     7.4750     7.4706   3.217733   3.217998   3.217998     0.2411     3.9711     1.8128     0.0000     2.6763     2.6781     2.7036     0.0000     1.0988     0.6847    84.2677 7.3549e+00    292.944    277.943   62.55944 -173.55008     31.1603    31.1671    24.3324    24.3384  
SKQ202312S_007      17    2023 09 16 05 08 23   10.804     10.700     7.4578     7.4625   3.215948   3.217055   3.217055     0.2312     3.9695     1.8256     0.0000     2.6750     2.6796     2.7281     0.0000     1.0394     0.6863    84.2339 7.5785e+00    292.714    278.259   62.55946 -173.55008     31.1567    31.1644    24.3320    24.3373  
SKQ202312S_007      18    2023 09 16 05 08 31   10.572     10.470     7.4527     7.4555   3.215402   3.216379   3.216379     0.2308     3.9748     1.8427     0.0000     2.6756     2.6815     2.7412     0.0000     1.0366     0.6810    84.3449 7.8926e+00    292.836    278.464   62.55946 -173.55006     31.1556    31.1635    24.3317    24.3376  
SKQ202312S_007      19    2023 09 16 05 11 02    2.220      2.198     7.7516     7.7440   3.220980   3.221711   3.221711     0.1895     3.9403     2.4930     0.0000     2.6688     2.6747     3.1478     0.0000     0.7893     0.7158    83.6145 3.5686e+01    289.925    275.773   62.55952 -173.55000     30.9520    30.9665    24.1310    24.1435  
SKQ202312S_007      20    2023 09 16 05 11 10    2.248      2.226     7.7190     7.7239   3.220469   3.221346   3.221346     0.1905     3.9482     2.4859     0.0000     2.6700     2.6704     3.1508     0.0000     0.7947     0.7078    83.7827 3.5102e+01    290.258    275.230   62.55952 -173.55000     30.9755    30.9804    24.1539    24.1572  
SKQ202312S_007      21    2023 09 16 05 11 18    2.079      2.059     7.7178     7.7145   3.220402   3.221225   3.221225     0.1914     3.9499     2.5118     0.0000     2.6715     2.6755     3.1475     0.0000     0.8006     0.7061    83.8187 3.7342e+01    290.664    275.791   62.55952 -173.55001     30.9759    30.9876    24.1544    24.1641  
SKQ202312S_007      22    2023 09 16 05 11 25    1.999      1.979     7.7187     7.7220   3.220292   3.221245   3.221245     0.1926     3.9503     2.5111     0.0000     2.6699     2.6771     3.1498     0.0000     0.8077     0.7057    83.8271 3.7215e+01    290.111    276.169   62.55952 -173.55000     30.9739    30.9812    24.1528    24.1580  
SKQ202312S_009       1    2023 09 16 11 01 25   66.618     65.964    -1.3754    -1.3752   2.578018   2.578772   2.578772     0.0904     3.5593     0.0126     0.0000     1.9921     2.0057     2.1444     0.0000     0.1941     1.1227    75.5271 2.7662e-06    258.291    247.030   63.02840 -173.46060     32.0936    32.1037    25.8086    25.8167  
SKQ202312S_009       2    2023 09 16 11 01 32   66.824     66.168    -1.3781    -1.3769   2.577839   2.578668   2.578668     0.0883     3.5506     0.0127     0.0000     1.9925     2.0051     0.8502     0.0000     0.1816     1.1326    75.3415 3.6306e-06    258.547    246.479   63.02840 -173.46060     32.0940    32.1040    25.8089    25.8170  
SKQ202312S_009       3    2023 09 16 11 01 39   67.069     66.410    -1.3783    -1.3769   2.577843   2.578693   2.578693     0.0899     3.5336     0.0127     0.0000     1.9921     2.0009     2.8760     0.0000     0.1916     1.1517    74.9818 3.4577e-06    258.341    245.379   63.02840 -173.46060     32.0940    32.1042    25.8089    25.8172  
SKQ202312S_009       4    2023 09 16 11 04 05   50.483     49.989    -1.3967    -1.3957   2.575221   2.576035   2.576035     0.0882     3.7157     0.0126     0.0000     1.9994     2.0119     1.0106     0.0000     0.1813     0.9506    78.8472 2.7662e-06    259.217    246.680   63.02840 -173.46060     32.0879    32.0980    25.8045    25.8126  
SKQ202312S_009       5    2023 09 16 11 04 14   50.462     49.968    -1.3971    -1.3958   2.575195   2.576029   2.576029     0.0871     3.7207     0.0127     0.0000     1.9999     2.0161     1.0066     0.0000     0.1742     0.9452    78.9535 3.4577e-06    259.482    248.351   63.02840 -173.46060     32.0880    32.0981    25.8045    25.8127  
SKQ202312S_009       6    2023 09 16 11 06 32   40.517     40.121    -1.2209    -1.2140   2.582036   2.583177   2.583177     0.1238     4.1255     0.0123     0.0000     2.4265     2.4518     1.5111     0.0000     0.3948     0.5321    87.5445 1.0373e-06    334.554    319.248   63.02840 -173.46060     31.9983    32.0066    25.7272    25.7337  
SKQ202312S_009       7    2023 09 16 11 06 38   40.682     40.285    -1.2320    -1.2298   2.581399   2.582309   2.582309     0.1230     4.1297     0.0125     0.0000     2.4413     2.4752     1.5038     0.0000     0.3901     0.5280    87.6355 2.0746e-06    334.253    321.393   63.02840 -173.46060     32.0015    32.0115    25.7301    25.7382  
SKQ202312S_009       8    2023 09 16 11 08 45   30.118     29.825    -0.4409    -0.4404   2.637028   2.637843   2.637843     0.1881     4.1646     0.0122     0.0000     3.0182     3.0661     2.0350     0.0000     0.7806     0.4943    88.3765 3.4577e-07    420.878    405.083   63.02840 -173.46060     31.9175    31.9278    25.6364    25.6447  
SKQ202312S_009       9    2023 09 16 11 08 54   30.334     30.038    -0.4469    -0.4447   2.636699   2.637588   2.637588     0.1958     4.1644     0.0122     0.0000     3.0203     3.0653     2.0256     0.0000     0.8269     0.4945    88.3707 1.7289e-07    421.436    404.661   63.02840 -173.46060     31.9193    31.9289    25.6381    25.6457  
SKQ202312S_009      10    2023 09 16 11 09 27   30.397     30.101    -0.4536    -0.4519   2.636235   2.637107   2.637107     0.1998     4.1634     0.0122     0.0000     3.0229     3.0712     2.0205     0.0000     0.8509     0.4955    88.3490 1.0000e-12    421.834    406.814   63.02840 -173.46060     31.9201    31.9300    25.6390    25.6469  
SKQ202312S_009      11    2023 09 16 11 11 10   27.113     26.849     3.7738     3.7468   2.957942   2.957218   2.957218     0.2249     4.1291     0.0122     0.0000     3.0014     3.0336     2.1850     0.0000     1.0016     0.5285    87.6228 1.0000e-12    373.265    355.871   63.02840 -173.46058     31.6838    31.7014    25.1704    25.1869  
SKQ202312S_009      12    2023 09 16 11 13 03   20.512     20.312     7.1889     7.1901   3.215964   3.216707   3.216707     0.2015     4.0838     0.0122     0.0000     2.6777     2.6915     2.5148     0.0000     0.8611     0.5727    86.6611 3.4577e-07    294.997    281.854   63.02838 -173.46060     31.3955    31.4024    24.5556    24.5609  
SKQ202312S_009      13    2023 09 16 11 13 09   20.580     20.381     7.1845     7.1864   3.215571   3.216402   3.216402     0.2063     4.0859     0.0122     0.0000     2.6765     2.6928     2.5085     0.0000     0.8900     0.5707    86.7045 1.7289e-07    294.753    281.417   63.02840 -173.46060     31.3951    31.4024    24.5560    24.5615  
SKQ202312S_009      14    2023 09 16 11 13 23   20.749     20.548     7.1848     7.1844   3.215617   3.216257   3.216257     0.1981     4.0849     0.0122     0.0000     2.6766     2.6912     2.5048     0.0000     0.8408     0.5717    86.6823 1.0000e-12    294.919    281.688   63.02840 -173.46060     31.3953    31.4026    24.5560    24.5618  
SKQ202312S_009      15    2023 09 16 11 15 42   10.447     10.346     7.3370     7.3370   3.226953   3.227622   3.227622     0.1577     4.0794     0.0304     0.0000     2.6757     2.6928     3.0197     0.0000     0.5978     0.5771    86.5655 5.2257e-03    292.898    280.735   63.02840 -173.46058     31.3842    31.3914    24.5270    24.5326  
SKQ202312S_009      16    2023 09 16 11 15 48   10.169     10.071     7.3295     7.3292   3.226073   3.226746   3.226746     0.1571     4.0822     0.0584     0.0000     2.6769     2.6923     3.0260     0.0000     0.5948     0.5743    86.6257 1.3610e-02    293.417    280.272   63.02840 -173.46059     31.3816    31.3891    24.5260    24.5319  
SKQ202312S_009      17    2023 09 16 11 15 58   10.332     10.232     7.3383     7.3387   3.227142   3.227838   3.227838     0.1593     4.0800     0.0247     0.0000     2.6767     2.6904     3.0246     0.0000     0.6078     0.5764    86.5803 3.4337e-03    293.366    279.372   63.02840 -173.46060     31.3851    31.3922    24.5275    24.5331  
SKQ202312S_009      18    2023 09 16 11 18 29    1.068      1.057     7.3873     7.3893   3.220618   3.225132   3.225132     0.1721     4.0406     0.7641     0.0000     2.6676     2.6825     3.4736     0.0000     0.6845     0.6152    85.7435 5.6542e-01    291.723    278.036   63.02840 -173.46059     31.2748    31.3215    24.4343    24.4707  
SKQ202312S_009      19    2023 09 16 11 18 37    0.937      0.928     7.3876     7.3895   3.224248   3.225158   3.225158     0.1724     4.0419     0.7705     0.0000     2.6673     2.6825     3.4288     0.0000     0.6862     0.6140    85.7699 5.6505e-01    291.716    278.200   63.02840 -173.46060     31.3136    31.3217    24.4647    24.4708  
SKQ202312S_009      20    2023 09 16 11 18 46    0.883      0.875     7.3875     7.3894   3.224237   3.225158   3.225158     0.1687     4.0383     0.7702     0.0000     2.6652     2.6813     3.4816     0.0000     0.6645     0.6175    85.6953 5.6392e-01    291.102    278.153   63.02840 -173.46060     31.3136    31.3218    24.4647    24.4709  
SKQ202312S_009      21    2023 09 16 11 19 40    1.511      1.496     7.3876     7.3888   3.224161   3.225023   3.225023     0.1720     4.0397     0.6505     0.0000     2.6657     2.6825     3.4462     0.0000     0.6838     0.6162    85.7234 4.2874e-01    291.317    277.882   63.02840 -173.46060     31.3124    31.3205    24.4637    24.4700  
SKQ202312S_012       1    2023 09 17 03 50 21   41.358     40.950     3.2241     3.2249   3.024020   3.024882   3.024882     0.1558     3.8097     0.3378     0.0000     2.0242     2.0392     2.5167     0.0000     0.5870     0.8508    80.8418 1.3175e-01    227.500    218.205   64.67155 -170.64123     33.0136    33.0232    26.2798    26.2873  
