"Sample_Name","Biological_Replicate","Technical_Replicate","Negative_control","Cruise_ID_short","Cruise_ID_long","Collection_Date_UTC","Collection_Date_local","Collection_Time_UTC","Collection_Time_local","Field_Sample_Name","Cast_No.","Rosette_position","Field_collection_method","Preservation","Area.within.region","Station","Depth_m","Lat","Lon","Sample_volume_ml","Personnel_responsible_for_Collecting_Sample","Field_Notes","Combined_date","Date_UTC","Date_local","Lat_dec","Lon_dec","Bottle","Density00","Potemp090C","OxsolMm.Kg","OxsatMm.Kg","OxsolML.L","OxsolMg.L","OxsatML.L","OxsatMg.L","Latitude","Longitude","SfdSM","PrDM","DepSM","T090C","Sal00","Density00.1","Sigma.é00","Potemp090C.1","Sbeox0PS","CStarTr0","FlECO.AFL","Ph","Sbeox0ML.L","Sbeox0Mg.L","Sbox0Mm.Kg","Sbeox0Mm.L","Scan","Latitude_sdev","Longitude_sdev","SfdSM_sdev","PrDM_sdev","DepSM_sdev","T090C_sdev","Sal00_sdev","Density00.1_sdev","Sigma.é00_sdev","Potemp090C.1_sdev","Sbeox0PS_sdev","CStarTr0_sdev","FlECO.AFL_sdev","Ph_sdev","Sbeox0ML.L_sdev","Sbeox0Mg.L_sdev","Sbox0Mm.Kg_sdev","Sbeox0Mm.L_sdev","Scan_sdev","time"
"E1483.",1,1,FALSE,"RC_GOA_2022","RC Alaska OA Cruise 2022","2022-08-15","2022-08-14","0:24","17:24",NA,"25","6","Niskin; Sterivex 0.22µm filter","95% EtOH","Gulf of Alaska","SEC30",199.4,56.52,-136.26658,"1000","Kesten Bozinovic","","2022-08-15 0:24",NA,NA,56.52,-136.26658,6,1027.5299,5.9298,303.35477,303.89037,6.97325,9.96547,6.98556,9.98306,56.521,-136.26658,298.041,201.347,199.408,5.9467,33.7883,1027.5299,26.604,5.9298,33.77,106.6619,-0.0908,7.768,2.3549,3.3653,102.442,105.168,86922,0,0,0.214,0.217,0.214,5e-4,4e-4,0.0012,3e-4,5e-4,0.012,0.014,0.0081,0,8e-4,0.0012,0.037,0.038,14,"2022/08/14 17:24:28"
"E1484.",1,1,FALSE,"RC_GOA_2022","RC Alaska OA Cruise 2022","2022-08-15","2022-08-14","0:24","17:33",NA,"25","12","Niskin; Sterivex 0.22µm filter","95% EtOH","Gulf of Alaska","SEC30",3.2,56.52,-136.26862,"1000","Kesten Bozinovic","Collection bottle leaked in storage; only 500 ml filtered","2022-08-15 0:24",NA,NA,56.52,-136.26862,12,1023.73,14.8854,253.47915,253.2554,5.81036,8.30358,5.80523,8.29625,56.52178,-136.26862,101.952,3.262,3.232,14.8858,32.0401,1023.73,23.7156,14.8854,103.627,96.2568,1.2123,8.332,6.0211,8.6048,262.674,268.904,99217,0,1e-5,0.302,0.314,0.311,0.0208,0.0024,0.0076,0.0063,0.0209,0.067,0.106,0.0259,0,0.0046,0.0066,0.201,0.207,14,"2022/08/14 17:33:01"
"E1485.",1,1,FALSE,"RC_GOA_2022","RC Alaska OA Cruise 2022","2022-08-17","2022-08-17","16:53","09:11",NA,"26","2","Niskin; Sterivex 0.22µm filter","95% EtOH","Gulf of Alaska","LC5",247.7,59.33,-135.38213,"1000","Kesten Bozinovic","samples taken ~ 1h after CTD was raised (to account for wind/sea spray","2022-08-17 16:53",NA,NA,59.33,-135.38213,2,1026.6362,4.3649,318.7037,319.38529,7.318,10.45816,7.33365,10.48052,59.32514,-135.38213,346.322,250.186,247.69,4.3821,32.137,1026.6362,25.473,4.3649,53.286,97.8767,-0.0717,7.649,3.8995,5.5728,169.826,174.152,25752,1e-5,1e-5,0.292,0.296,0.293,2e-4,3e-4,0.0016,3e-4,2e-4,0.046,0.1219,0.0147,0.002,0.0034,0.0049,0.148,0.152,14,"2022/08/17 09:11:17"
"E1486.",1,1,FALSE,"RC_GOA_2022","RC Alaska OA Cruise 2022","2022-08-17","2022-08-17","16:53","09:16",NA,"26","3","Niskin; Sterivex 0.22µm filter","95% EtOH","Gulf of Alaska","LC5",89.8,59.33,-135.38174,"1000","Kesten Bozinovic","samples taken ~ 1h after CTD was raised (to account for wind/sea spray","2022-08-17 16:53",NA,NA,59.33,-135.38174,3,1025.3968,4.4112,319.92535,320.58295,7.34248,10.49314,7.35757,10.514709999999999,59.32667,-135.38174,188.458,90.695,89.826,4.4173,31.5143,1025.3968,24.974,4.4112,62.222,97.504,-0.0591,7.729,4.5686,6.529,199.063,204.035,32986,1e-5,1e-5,0.127,0.128,0.127,5e-4,0.0019,0.0018,0.0015,5e-4,0.074,0.072,0,0.001,0.0054,0.0077,0.236,0.242,14,"2022/08/17 09:16:19"
"E1487.",1,1,FALSE,"RC_GOA_2022","RC Alaska OA Cruise 2022","2022-08-17","2022-08-17","16:53","09:25",NA,"26","8","Niskin; Sterivex 0.22µm filter","95% EtOH","Gulf of Alaska","LC5",2.8,59.33,-135.38082,"1000","Kesten Bozinovic","samples taken ~ 1h after CTD was raised (to account for wind/sea spray","2022-08-17 16:53",NA,NA,59.33,-135.38082,8,1008.0177,11.0248,319.08822,318.84634,7.20202,10.29241,7.19656,10.28461,59.33066,-135.38082,4.975,2.811,2.785,11.0251,10.8093,1008.0177,8.0046,11.0248,100.993,74.6579,3.2145,8.327,7.2735,10.3946,322.256,324.836,46150,1e-5,0,0.26,0.123,0.122,0.0159,0.1237,0.0975,0.0978,0.0159,0.29,0.24,0.0583,0.005,0.0232,0.0331,1.051,1.035,14,"2022/08/17 09:25:27"
"E1488.",1,1,FALSE,"RC_GOA_2022","RC Alaska OA Cruise 2022","2022-08-17","2022-08-17","22:51","14:58",NA,"28","1","Niskin; Sterivex 0.22µm filter","95% EtOH","Gulf of Alaska","LC3",284.2,58.83,-135.18929,"1000","Kesten Bozinovic","Potential rain contamination","2022-08-17 22:51",NA,NA,58.83,-135.18929,1,1027.9617,5.2673,308.18882,308.80251,7.0846,10.12461,7.09871,10.14477,58.83306,-135.18929,294.358,287.031,284.154,5.29,33.7306,1027.9617,26.6381,5.2673,19.251,61.0216,-0.0471,7.591,1.3639,1.9491,59.33,60.91,10872,0,1e-5,0.054,0.05,0.05,1e-4,5e-4,5e-4,4e-4,1e-4,0.023,0.0444,0.0145,0,0.0017,0.0024,0.072,0.074,14,"2022/08/17 14:58:38"
"E1489.",1,1,FALSE,"RC_GOA_2022","RC Alaska OA Cruise 2022","2022-08-17","2022-08-17","22:51","15:01",NA,"28","2","Niskin; Sterivex 0.22µm filter","95% EtOH","Gulf of Alaska","LC3",202.6,58.83,-135.18971,"1000","Kesten Bozinovic","Potential rain contamination","2022-08-17 22:51",NA,NA,58.83,-135.18971,2,1027.4157,5.2879,308.56628,309.17246,7.09213,10.13536,7.10606,10.15527,58.83343,-135.18971,301.246,204.625,202.614,5.3039,33.5226,1027.4157,26.471,5.2879,21.238,96.7979,-0.0669,7.591,1.5062,2.1526,65.534,67.269,14654,1e-5,1e-5,0.106,0.107,0.105,2e-4,5e-4,8e-4,4e-4,2e-4,0.022,0.0281,0.0131,0.001,0.0016,0.0022,0.068,0.069,14,"2022/08/17 15:01:16"
"E1490.",1,1,FALSE,"RC_GOA_2022","RC Alaska OA Cruise 2022","2022-08-17","2022-08-17","22:51","15:07",NA,"28","5","Niskin; Sterivex 0.22µm filter","95% EtOH","Gulf of Alaska","LC3",8.3,58.84,-135.19125,"1000","Kesten Bozinovic","Potential rain contamination","2022-08-17 22:51",NA,NA,58.84,-135.19125,5,1018.823,11.6103,285.17442,285.06672,6.5054,9.29687,6.50295,9.29336,58.83525,-135.19125,106.952,8.399,8.32,11.6112,24.8479,1018.823,18.7848,11.6103,99.736,87.6795,1.7493,8.301,6.4882,9.2723,284.421,289.764,24096,1e-5,1e-5,0.111,0.111,0.11,0.019,0.1206,0.097,0.0965,0.019,0.087,0.227,0.0757,0,0.0044,0.0063,0.183,0.196,14,"2022/08/17 15:07:49"
"E1491.",1,1,FALSE,"RC_GOA_2022","RC Alaska OA Cruise 2022","2022-08-18","2022-08-17","1:04","17:07",NA,"29","1","Niskin; Sterivex 0.22µm filter","95% EtOH","Gulf of Alaska","JH1",50.7,58.63,-134.95188,"1000","Kesten Bozinovic","","2022-08-18 1:04",NA,NA,58.63,-134.95188,1,1024.1457,7.7962,297.42962,297.69884,6.81911,9.74519,6.82528,9.75401,58.62574,-134.95188,61.156,51.196,50.712,7.8009,30.6794,1024.1456,23.9109,7.7962,71.085,99.9567,0.1657,7.959,4.8474,6.9274,211.428,216.484,4602,0,1e-5,0.038,0.04,0.039,6e-4,5e-4,4e-4,5e-4,6e-4,0.064,0.0569,0.0139,0.001,0.0043,0.0062,0.189,0.193,14,"2022/08/17 17:07:41"
"E1492.",1,1,FALSE,"RC_GOA_2022","RC Alaska OA Cruise 2022","2022-08-18","2022-08-17","1:04","17:09",NA,"29","2","Niskin; Sterivex 0.22µm filter","95% EtOH","Gulf of Alaska","JH1",24.9,58.63,-134.95188,"1000","Kesten Bozinovic","","2022-08-18 1:04",NA,NA,58.63,-134.95188,2,1023.5127,8.6515,292.83938,293.02274,6.7105,9.58998,6.71471,9.59599,58.62586,-134.95188,56.633,25.181,24.945,8.6539,30.1795,1023.5127,23.3977,8.6515,77.103,99.0937,0.3427,8.022,5.174,7.3942,225.788,231.071,6569,0,1e-5,5.835,0.031,0.031,0.0124,0.0083,0.0083,0.0083,0.0123,0.056,0.1398,0.0134,0.002,0.0045,0.0064,0.194,0.199,14,"2022/08/17 17:09:03"
"E1493.",1,1,FALSE,"RC_GOA_2022","RC Alaska OA Cruise 2022","2022-08-18","2022-08-17","1:04","17:11",NA,"29","4","Niskin; Sterivex 0.22µm filter","95% EtOH","Gulf of Alaska","JH1",3.3,58.63,-134.95204,"1000","Kesten Bozinovic","","2022-08-18 1:04",NA,NA,58.63,-134.95204,4,1010.7796,12.8481,298.21872,297.94909,6.74942,9.64559,6.74331,9.63687,58.626,-134.95204,65.163,3.296,3.266,12.8484,14.7217,1010.7796,10.7645,12.8481,105.262,72.7012,2.3528,8.403,7.1045,10.1531,313.91,317.289,9524,0,0,17.563,0.045,0.045,0.0011,0.0053,0.004,0.0039,0.0011,0.15,0.5319,0.0355,0.001,0.0099,0.0141,0.437,0.442,14,"2022/08/17 17:11:06"
"E1494.",1,1,FALSE,"RC_GOA_2022","RC Alaska OA Cruise 2022","2022-08-18","2022-08-17","1:34","17:41",NA,"30","1","Niskin; Sterivex 0.22µm filter","95% EtOH","Gulf of Alaska","LC2",301.1,58.62,-135.01396,"1000","Kesten Bozinovic","","2022-08-18 1:34",NA,NA,58.62,-135.01396,1,1028.0393,5.2273,308.48903,309.10733,7.09149,10.13445,7.10571,10.15477,58.61712,-135.01396,310.617,304.197,301.141,5.2513,33.7226,1028.0393,26.6365,5.2273,20.917,83.9739,-0.0591,7.606,1.4833,2.1199,64.528,66.246,11340,0,0,0.039,0.04,0.04,1e-4,3e-4,3e-4,3e-4,1e-4,0.027,0.1309,0,0,0.0019,0.0027,0.083,0.085,14,"2022/08/17 17:41:53"
"E1495.",1,1,FALSE,"RC_GOA_2022","RC Alaska OA Cruise 2022","2022-08-18","2022-08-17","1:34","17:48",NA,"30","4","Niskin; Sterivex 0.22µm filter","95% EtOH","Gulf of Alaska","LC2",100.3,58.62,-135.01336,"1000","Kesten Bozinovic","","2022-08-18 1:34",NA,NA,58.62,-135.01336,4,1025.9811,5.1669,312.35884,312.94628,7.17259,10.25034,7.18608,10.26962,58.61842,-135.01336,198.887,101.222,100.254,5.1745,32.294,1025.9811,25.512,5.1669,47.073,100.0052,-0.0471,7.712,3.3763,4.8251,147.036,150.788,20656,0,0,0.071,0.072,0.071,0.0013,5e-4,6e-4,3e-4,0.0013,0.012,0.0228,0.0145,0,9e-4,0.0013,0.038,0.039,14,"2022/08/17 17:48:21"
"E1496.",1,1,FALSE,"RC_GOA_2022","RC Alaska OA Cruise 2022","2022-08-18","2022-08-17","1:34","17:52",NA,"30","7","Niskin; Sterivex 0.22µm filter","95% EtOH","Gulf of Alaska","LC2",10,58.62,-135.0126,"1000","Kesten Bozinovic","","2022-08-18 1:34",NA,NA,58.62,-135.0126,7,1021.6285,10.7221,283.70729,283.70033,6.48971,9.27444,6.48955,9.27422,58.61914,-135.0126,108.664,10.126,10.031,10.7233,28.2645,1021.6285,21.5826,10.7221,98.33,91.9822,2.104,8.228,6.3813,9.1196,278.97,284.991,26206,0,1e-5,0.051,0.052,0.051,0.0173,0.0372,0.0319,0.0317,0.0173,0.046,0.1474,0.066,0.002,0.0028,0.004,0.125,0.125,14,"2022/08/17 17:52:13"
"E1497.",1,1,FALSE,"RC_GOA_2022","RC Alaska OA Cruise 2022","2022-08-18","2022-08-17","3:14","19:18",NA,"32","1","Niskin; Sterivex 0.22µm filter","95% EtOH","Gulf of Alaska","JH3",129.7,58.56,-135.11926,"1000","Kesten Bozinovic","","2022-08-18 3:14",NA,NA,58.56,-135.11926,1,1026.6791,5.0759,311.39836,312.01652,7.15444,10.22441,7.16864,10.24471,58.56424,-135.11926,138.067,130.992,129.73,5.0857,32.989,1026.6791,26.0726,5.0759,30.927,98.5868,-0.0591,7.618,2.2126,3.1621,96.306,98.817,5217,0,0,0.045,0.043,0.043,3e-4,3e-4,3e-4,3e-4,3e-4,0.033,0.0435,0,0.002,0.0023,0.0033,0.102,0.104,14,"2022/08/17 19:18:35"
"E1498.",1,1,FALSE,"RC_GOA_2022","RC Alaska OA Cruise 2022","2022-08-18","2022-08-17","3:14","19:22",NA,"32","3","Niskin; Sterivex 0.22µm filter","95% EtOH","Gulf of Alaska","JH3",24.3,58.56,-135.11926,"1000","Kesten Bozinovic","","2022-08-18 3:14",NA,NA,58.56,-135.11926,3,1023.3767,8.7022,292.84945,293.02554,6.70986,9.58906,6.7139,9.59483,58.56467,-135.11926,114.595,24.578,24.347,8.7046,30.0186,1023.3767,23.2644,8.7022,77.944,99.0971,0.43,8.052,5.23,7.4741,228.259,233.57,10532,1e-5,0,16.128,0.057,0.056,0.0297,0.0251,0.024,0.024,0.0297,0.15,0.0551,0.0191,0.001,0.0106,0.0151,0.46,0.472,14,"2022/08/17 19:22:17"
"E1499.",1,1,FALSE,"RC_GOA_2022","RC Alaska OA Cruise 2022","2022-08-18","2022-08-17","3:14","19:23",NA,"32","4","Niskin; Sterivex 0.22µm filter","95% EtOH","Gulf of Alaska","JH3",3.4,58.57,-135.11963,"1000","Kesten Bozinovic","","2022-08-18 3:14",NA,NA,58.57,-135.11963,4,1014.7125,12.3909,290.76335,290.55856,6.60629,9.44104,6.60163,9.43439,58.56504,-135.11963,83.886,3.386,3.354,12.3913,19.7272,1014.7126,14.6972,12.3909,107.144,82.5903,1.159,8.381,7.0783,10.1156,311.539,316.117,12343,0,1e-5,30.903,0.081,0.08,0.0528,0.521,0.4107,0.4107,0.0528,0.503,0.5727,0.0349,0.002,0.0423,0.0605,1.955,1.89,14,"2022/08/17 19:23:32"
"E1500.NC.",NA,NA,TRUE,"RC_GOA_2022","RC Alaska OA Cruise 2022","2022-08-18","2022-08-17",NA,NA,NA,NA,NA,"Sterivex 0.22µm filter","95% EtOH","Gulf of Alaska",NA,NA,NA,NA,"1000","Kesten Bozinovic","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E1501.",1,1,FALSE,"RC_GOA_2022","RC Alaska OA Cruise 2022","2022-08-18","2022-08-17","4:23","20:39",NA,"33","1","Niskin; Sterivex 0.22µm filter","95% EtOH","Gulf of Alaska","LC1",551.4,58.45,-135.04592,"1000","Kesten Bozinovic","","2022-08-18 4:23",NA,NA,58.45,-135.04592,1,1029.286,5.1614,308.58683,309.21356,7.09434,10.13852,7.10875,10.15911,58.45152,-135.04592,561.83,557.28,551.353,5.2063,33.8221,1029.286,26.7229,5.1614,20.386,87.6978,-0.0651,7.616,1.4463,2.0669,62.91,64.591,22393,0,1e-5,0.082,0.089,0.088,2e-4,2e-4,4e-4,2e-4,2e-4,0.029,0.0929,0.0119,0.001,0.0021,0.003,0.09,0.093,14,"2022/08/17 20:39:32"
"E1502.",1,1,FALSE,"RC_GOA_2022","RC Alaska OA Cruise 2022","2022-08-18","2022-08-17","4:23","20:52",NA,"33","4","Niskin; Sterivex 0.22µm filter","95% EtOH","Gulf of Alaska","LC1",100.8,58.45,-135.04856,"1000","Kesten Bozinovic","","2022-08-18 4:23",NA,NA,58.45,-135.04856,4,1025.7397,5.6739,309.17686,309.698,7.09784,10.14352,7.1098,10.16062,58.45168,-135.04856,199.44,101.779,100.807,5.6819,32.0603,1025.7397,25.2691,5.6739,50.595,100.507,-0.0238,7.779,3.5912,5.1321,156.429,160.382,40969,0,0,0.054,0.054,0.054,3e-4,4e-4,4e-4,3e-4,3e-4,0.016,0.0599,0.0119,0,0.0011,0.0016,0.048,0.049,14,"2022/08/17 20:52:26"
"E1503.",1,1,FALSE,"RC_GOA_2022","RC Alaska OA Cruise 2022","2022-08-18","2022-08-17","4:23","20:57",NA,"33","8","Niskin; Sterivex 0.22µm filter","95% EtOH","Gulf of Alaska","LC1",2.9,58.45,-135.0483,"1000","Kesten Bozinovic","","2022-08-18 4:23",NA,NA,58.45,-135.0483,8,1015.3169,12.2407,290.1575,289.96755,6.59646,9.427,6.59214,9.42083,58.452,-135.0483,101.515,2.91,2.883,12.2411,20.481,1015.3169,15.3036,12.2407,107.107,92.6694,2.2164,8.395,7.0653,10.097,310.778,315.534,48229,0,0,0.038,0.039,0.038,0.0062,0.009,0.008,0.008,0.0062,0.054,0.0924,0.0412,0.003,0.0038,0.0055,0.167,0.171,14,"2022/08/17 20:57:28"
"E1504.",1,1,FALSE,"RC_GOA_2022","RC Alaska OA Cruise 2022","2022-08-18","2022-08-17","7:40","23:46",NA,"35","1","Niskin; Sterivex 0.22µm filter","95% EtOH","Gulf of Alaska","UCC",150,58.13,-135.06748,"1000","Kesten Bozinovic","","2022-08-18 7:40",NA,NA,58.13,-135.06748,1,1026.8589,5.2986,309.42329,310.01774,7.10966,10.16042,7.12332,10.17994,58.1317,-135.06748,159.849,151.453,149.993,5.3103,33.1299,1026.8589,26.1588,5.2986,31.608,101.6189,-0.0591,7.668,2.2472,3.2115,97.804,100.362,8211,0,0,0.086,0.087,0.086,1e-4,4e-4,6e-4,4e-4,1e-4,0.013,0.0341,0,0.002,0.001,0.0013,0.041,0.042,14,"2022/08/17 23:46:29"
"E1505.",1,1,FALSE,"RC_GOA_2022","RC Alaska OA Cruise 2022","2022-08-18","2022-08-17","7:40","23:49",NA,"35","2","Niskin; Sterivex 0.22µm filter","95% EtOH","Gulf of Alaska","UCC",50.6,58.13,-135.06794,"1000","Kesten Bozinovic","","2022-08-18 7:40",NA,NA,58.13,-135.06794,2,1024.3882,7.2506,300.67689,301.00271,6.89519,9.85392,6.90266,9.86459,58.13148,-135.06794,120.463,51.127,50.647,7.2551,30.894,1024.3882,24.1532,7.2506,56.646,91.0888,0.1167,7.876,3.9058,5.5818,170.321,174.435,12482,0,0,29.123,0.046,0.045,0.001,0.002,0.0018,0.0017,0.001,0.038,0.0808,0,0.002,0.0026,0.0037,0.112,0.115,14,"2022/08/17 23:49:27"
"E1506.",1,1,FALSE,"RC_GOA_2022","RC Alaska OA Cruise 2022","2022-08-18","2022-08-17","7:40","23:51",NA,"35","4","Niskin; Sterivex 0.22µm filter","95% EtOH","Gulf of Alaska","UCC",3,58.13,-135.06832,"1000","Kesten Bozinovic","","2022-08-18 7:40",NA,NA,58.13,-135.06832,4,1017.3216,12.1026,285.80578,285.64987,6.51036,9.30395,6.5068,9.29887,58.1313,-135.06832,99.604,2.986,2.958,12.1029,23.0456,1017.3216,17.308,12.1026,109.505,92.211,2.6261,8.369,7.1292,10.1883,312.973,318.39,15987,0,0,2.443,0.066,0.065,0.0041,0.033,0.0262,0.0262,0.0041,0.14,0.1142,0.1269,0,0.0091,0.013,0.4,0.406,14,"2022/08/17 23:51:53"
"E1507.",1,1,FALSE,"RC_GOA_2022","RC Alaska OA Cruise 2022","2022-08-18","2022-08-18","9:04","01:13",NA,"37","1","Niskin; Sterivex 0.22µm filter","95% EtOH","Gulf of Alaska","UCA",386.6,58.08,-135.00172,"1000","Kesten Bozinovic","","2022-08-18 9:04",NA,NA,58.08,-135.00172,1,1028.4963,5.2028,308.44801,309.07052,7.09097,10.1337,7.10528,10.15415,58.07826,-135.00172,396.079,390.567,386.58,5.2339,33.7953,1028.4963,26.6969,5.2028,20.885,94.3144,-0.0639,7.64,1.481,2.1164,64.42,66.14,13384,0,0,0.036,0.036,0.036,3e-4,2e-4,3e-4,2e-4,3e-4,0.019,0.0626,0.0109,0,0.0013,0.0019,0.058,0.06,14,"2022/08/18 01:13:41"
"E1508.",1,1,FALSE,"RC_GOA_2022","RC Alaska OA Cruise 2022","2022-08-18","2022-08-18","9:04","01:22",NA,"37","4","Niskin; Sterivex 0.22µm filter","95% EtOH","Gulf of Alaska","UCA",100.9,58.08,-135.00034,"1000","Kesten Bozinovic","","2022-08-18 9:04",NA,NA,58.08,-135.00034,4,1026.1068,5.355,310.54679,311.11672,7.13184,10.19211,7.14492,10.21081,58.07792,-135.00034,199.518,101.854,100.885,5.3628,32.4768,1026.1068,25.6354,5.355,43.487,103.4923,-0.0591,7.735,3.1014,4.4323,135.049,138.511,26040,0,1e-5,0.035,0.036,0.035,2e-4,8e-4,7e-4,6e-4,2e-4,0.031,0.0122,0,0.002,0.0022,0.0031,0.096,0.098,14,"2022/08/18 01:22:28"
"E1509.",1,1,FALSE,"RC_GOA_2022","RC Alaska OA Cruise 2022","2022-08-18","2022-08-18","9:04","01:28",NA,"37","8","Niskin; Sterivex 0.22µm filter","95% EtOH","Gulf of Alaska","UCA",2.9,58.08,-134.99913,"1000","Kesten Bozinovic","","2022-08-18 9:04",NA,NA,58.08,-134.99913,8,1021.8602,10.7566,282.80078,282.79626,6.47065,9.2472,6.47054,9.24705,58.07762,-134.99913,101.56,2.955,2.927,10.7569,28.6116,1021.8602,21.846800000000002,10.7566,99.371,89.1944,3.0058,8.248,6.43,9.1891,281.023,287.163,34057,0,1e-5,0.037,0.037,0.037,0.0018,0.0041,0.0035,0.0034,0.0018,0.08,0.0205,0.0944,0.001,0.0052,0.0075,0.229,0.234,14,"2022/08/18 01:28:02"
"E1510.",1,1,FALSE,"RC_GOA_2022","RC Alaska OA Cruise 2022","2022-08-18","2022-08-18","11:39","03:45",NA,"38","1","Niskin; Sterivex 0.22µm filter","95% EtOH","Gulf of Alaska","ISA",95.7,58.22,-135.53126,"1000","Kesten Bozinovic","","2022-08-18 11:39",NA,NA,58.22,-135.53126,1,1025.6134,6.3056,304.71851,305.16807,6.9948,9.99627,7.00512,10.01101,58.22144,-135.53126,104.965,96.634,95.714,6.3136,32.0288,1025.6133,25.168,6.3056,43.177,56.7218,0.1287,7.777,3.0202,4.3161,131.569,134.881,7993,0,0,0.031,0.033,0.033,0.016,0.0208,0.0183,0.0184,0.016,0.054,4.802,0.0145,0.001,0.0044,0.0062,0.188,0.195,14,"2022/08/18 03:45:20"
"E1511.",1,1,FALSE,"RC_GOA_2022","RC Alaska OA Cruise 2022","2022-08-18","2022-08-18","11:39","03:50",NA,"38","4","Niskin; Sterivex 0.22µm filter","95% EtOH","Gulf of Alaska","ISA",3.2,58.22,-135.53144,"1000","Kesten Bozinovic","","2022-08-18 11:39",NA,NA,58.22,-135.53144,4,1020.6645,10.4102,288.22708,288.22386,6.58708,9.41359,6.587,9.41349,58.22178,-135.53144,94.131,3.251,3.221,10.4106,27,1020.6645,20.6497,10.4102,89.357,89.3736,2.388,8.192,5.886,8.4117,257.551,262.869,15074,0,0,11.268,0.087,0.086,0.086,0.1364,0.1197,0.1196,0.086,0.387,0.0214,0.0225,0.002,0.0199,0.0285,0.901,0.89,14,"2022/08/18 03:50:15"
"E1512.",1,1,FALSE,"RC_GOA_2022","RC Alaska OA Cruise 2022","2022-08-18","2022-08-18","13:46","05:52",NA,"41","1","Niskin; Sterivex 0.22µm filter","95% EtOH","Gulf of Alaska","ISD",213.4,58.27,-135.39854,"1000","Kesten Bozinovic","","2022-08-18 13:46",NA,NA,58.27,-135.39854,1,1027.3451,5.348,308.45189,309.04657,7.08866,10.13041,7.10233,10.14994,58.2733,-135.39854,223.553,215.485,213.372,5.3649,33.3791,1027.3451,26.3504,5.3479,27.24,94.8179,-0.0591,7.667,1.9309,2.7595,84.022,86.236,8433,0,0,0.035,0.033,0.033,3e-4,6e-4,5e-4,5e-4,3e-4,0.032,0.1407,0,0.001,0.0023,0.0033,0.099,0.102,14,"2022/08/18 05:52:14"
"E1513.",1,1,FALSE,"RC_GOA_2022","RC Alaska OA Cruise 2022","2022-08-18","2022-08-18","13:46","06:00",NA,"41","4","Niskin; Sterivex 0.22µm filter","95% EtOH","Gulf of Alaska","ISD",3.4,58.27,-135.3979,"1000","Kesten Bozinovic","","2022-08-18 13:46",NA,NA,58.27,-135.3979,4,1017.6597,12.3079,283.5989,283.43699,6.46222,9.23516,6.45853,9.22989,58.273,-135.3979,101.617,3.405,3.373,12.3083,23.5256,1017.6597,17.6442,12.3079,104.447,88.7926,3.0549,8.354,6.7496,9.6459,296.211,301.437,20823,0,1e-5,0.393,0.031,0.03,0.0015,0.0025,0.0022,0.0021,0.0015,0.071,0.0849,0.043,0,0.0045,0.0065,0.2,0.203,14,"2022/08/18 06:00:50"
"E1514.",1,1,FALSE,"RC_GOA_2022","RC Alaska OA Cruise 2022","2022-08-18","2022-08-18","21:43","13:46",NA,"42","1","Niskin; Sterivex 0.22µm filter","95% EtOH","Gulf of Alaska","XS1",70.1,58.11,-136.52538,"1000","Kesten Bozinovic","","2022-08-18 21:43",NA,NA,58.11,-136.52538,1,1025.3015,8.0681,292.57543,292.84738,6.71481,9.59614,6.72105,9.60506,58.1086,-136.52538,78.577,70.751,70.083,8.0749,32.0888,1025.3015,24.9784,8.0681,59.158,94.6312,0.2255,7.949,3.9723,5.6769,173.081,177.404,4177,0,0,0.082,0.311,0.308,0.0324,0.0102,0.0129,0.0127,0.0324,0.059,0.0318,0.0134,0,0.0058,0.0083,0.252,0.26,14,"2022/08/18 13:46:37"
"E1515.",1,1,FALSE,"RC_GOA_2022","RC Alaska OA Cruise 2022","2022-08-18","2022-08-18","21:43","13:49",NA,"42","3","Niskin; Sterivex 0.22µm filter","95% EtOH","Gulf of Alaska","XS1",24.7,58.11,-136.52466,"1000","Kesten Bozinovic","","2022-08-18 21:43",NA,NA,58.11,-136.52466,3,1023.5488,13.0701,264.46496,264.33853,6.06053,8.66111,6.05763,8.65696,58.10849,-136.52466,56.403,24.942,24.709,13.0734,31.2001,1023.5488,23.4374,13.0701,93.677,96.5936,1.3062,8.242,5.6773,8.1134,247.742,253.549,7756,1e-5,1e-5,15.392,0.054,0.053,0.0027,5e-4,6e-4,6e-4,0.0027,0.069,0.0643,0.0685,0.001,0.0044,0.0064,0.194,0.198,14,"2022/08/18 13:49:06"
