cast,date,time,nb,Sbeox0ML/L,Sbeox0PS,Sbox0Mm/Kg,Sbeox1ML/L,Sbeox1PS,Sbox1Mm/Kg,Sal00,Sal11,Sigma-t00,Sigma-t11,FlECO-AFL,T090C,T190C,TurbWETntu0,PrDM
ctd005,4-Sep-20,5:11:51,7,6.4676,87.362,281.685,6.2735,84.741,273.231,32.0006,31.9766,25.4064,25.3817,1.1326,3.9427,4.0008,0.4104,14.928
ctd005,4-Sep-20,5:11:53,8,6.4836,87.756,282.382,6.2542,84.651,272.39,32.0149,31.9802,25.4101,25.3871,1.4797,4.0217,3.974,0.4351,14.854
ctd005,4-Sep-20,5:12:46,9,6.0897,98.241,265.567,5.4774,88.363,238.865,31.7379,31.7375,24.0875,24.088,1.3757,11.8327,11.8283,0.4273,2.665
ctd005,4-Sep-20,5:12:53,10,6.1041,98.525,266.2,5.6189,90.694,245.04,31.7375,31.7399,24.0827,24.0885,1.408,11.8572,11.8358,0.4143,2.704
ctd051a,13-Sep-20,15:37:06,1,10.1016,120.331,439.562,9.7953,116.682,426.233,32.7473,32.7494,26.3332,26.3349,5.4528,-1.1739,-1.1735,2.8295,38.284
ctd051a,13-Sep-20,15:37:07,2,10.111,120.441,439.971,9.8015,116.754,426.503,32.7473,32.7495,26.3332,26.3349,5.5208,-1.1746,-1.1737,2.9887,38.675
ctd051a,13-Sep-20,15:37:50,3,10.0967,120.272,439.348,9.8179,116.951,427.219,32.746,32.7483,26.3321,26.334,5.1566,-1.1736,-1.1729,2.644,31.335
ctd051a,13-Sep-20,15:37:51,4,10.112,120.455,440.015,9.8303,117.1,427.759,32.7459,32.7485,26.3321,26.3342,4.9644,-1.1733,-1.173,2.409,31.308
ctd051a,13-Sep-20,15:38:44,5,9.7242,126.881,424.114,9.5326,124.381,415.757,30.1032,30.0232,23.9734,23.9077,0.8352,3.0603,3.0849,0.3221,14.93
ctd051a,13-Sep-20,15:38:46,6,9.3026,121.089,405.594,8.9661,116.708,390.922,30.5033,30.4032,24.3087,24.2247,0.8238,2.8546,2.9077,0.3778,15.454
ctd051a,13-Sep-20,15:39:34,7,7.7558,99.212,338.877,7.5998,97.216,332.06,27.7614,27.7642,22.1184,22.1207,0.3931,2.9061,2.9062,0.2212,1.806
ctd051a,13-Sep-20,15:39:38,8,7.7504,99.143,338.641,7.6159,97.423,332.766,27.7614,27.7642,22.1185,22.1207,0.4118,2.9062,2.9062,0.2208,3.226
ctd007,4-Sep-20,15:07:30,1,6.1028,98.052,266.107,5.9608,95.77,259.913,31.8613,31.864,24.225,24.2281,1.1229,11.6032,11.5983,0.3251,2.786
ctd007,4-Sep-20,15:07:31,2,6.0914,97.862,265.609,5.9771,96.024,260.623,31.8618,31.8643,24.2261,24.2287,1.1364,11.5995,11.5963,0.3123,2.378
ctd007,4-Sep-20,15:07:32,3,6.0956,97.932,265.789,5.9552,95.677,259.668,31.8624,31.8646,24.2263,24.2285,1.1597,11.6014,11.5982,0.3166,2.105
ctd007,4-Sep-20,15:07:34,4,6.1045,98.08,266.177,5.9427,95.48,259.122,31.8624,31.8646,24.2258,24.2282,1.1469,11.6038,11.6004,0.3308,2.322
ctd007,4-Sep-20,15:07:35,5,6.1013,98.032,266.039,5.9594,95.752,259.852,31.8622,31.8646,24.2254,24.2282,1.1418,11.6051,11.5999,0.3308,2.725
ctd007,4-Sep-20,15:07:36,6,6.108,98.143,266.332,5.9766,96.032,260.602,31.862,31.8644,24.225,24.2279,1.1523,11.6067,11.6009,0.3257,2.806
ctd007,4-Sep-20,15:07:38,7,6.1092,98.16,266.383,5.9794,96.074,260.722,31.8623,31.8644,24.2253,24.2275,1.1598,11.6058,11.6031,0.3149,2.645
ctd007,4-Sep-20,15:07:39,8,6.106,98.107,266.242,5.9747,95.999,260.52,31.8627,31.8648,24.2257,24.228,1.1373,11.6052,11.6018,0.324,2.335
ctd007,4-Sep-20,15:07:41,9,6.1058,98.107,266.237,5.9707,95.936,260.345,31.8642,31.8661,24.2269,24.2287,1.1471,11.6055,11.6033,0.3205,2.212
ctd007,4-Sep-20,15:07:42,10,6.1027,98.062,266.102,5.9678,95.893,260.216,31.8643,31.8662,24.2266,24.2284,1.1447,11.6078,11.606,0.3275,2.925
ctd007,4-Sep-20,15:07:42,11,6.1065,98.123,266.266,5.9654,95.855,260.113,31.864,31.8662,24.2263,24.2282,1.1272,11.608,11.6065,0.3242,3.166
ctd007,4-Sep-20,15:07:43,12,6.1095,98.168,266.395,5.9641,95.832,260.056,31.8637,31.8661,24.2263,24.2285,1.1155,11.607,11.605,0.32,3.143
ctd006,4-Sep-20,7:54:32,1,5.9271,79.212,258.064,5.7774,77.212,251.546,32.3537,32.3565,25.7371,25.7393,0.1315,3.4097,3.4102,0.5223,62.065
ctd006,4-Sep-20,7:54:34,2,5.9208,79.129,257.788,5.7662,77.063,251.056,32.3537,32.3565,25.737,25.7392,0.1382,3.4102,3.4104,0.5501,62.081
ctd006,4-Sep-20,7:56:07,3,5.9382,79.355,258.545,5.7738,77.159,251.39,32.3542,32.3569,25.7377,25.7399,0.1373,3.4068,3.407,0.5066,45.897
ctd006,4-Sep-20,7:56:08,4,5.9214,79.129,257.813,5.7763,77.191,251.498,32.3541,32.357,25.7377,25.7399,0.1326,3.4064,3.4067,0.5213,46.043
ctd006,4-Sep-20,7:57:23,5,5.927,79.205,258.058,5.7756,77.181,251.464,32.3541,32.357,25.7377,25.7399,0.1366,3.4066,3.4069,0.5471,31.067
ctd006,4-Sep-20,7:57:25,6,5.9326,79.279,258.3,5.782,77.267,251.745,32.3541,32.3571,25.7377,25.74,0.1276,3.4065,3.4067,0.5121,31.203
ctd006,4-Sep-20,7:58:42,7,5.999,96.581,261.5,5.8183,93.671,253.62,32.2579,32.2604,24.5371,24.5418,3.0287,11.5812,11.5661,3.4072,14.845
ctd006,4-Sep-20,7:58:44,8,6.0031,96.627,261.679,5.8376,93.962,254.463,32.2586,32.2619,24.5395,24.5443,2.9799,11.5709,11.5586,3.5227,14.959
ctd006,4-Sep-20,8:00:00,9,6.1492,99.307,268.05,6.0196,97.214,262.401,32.2757,32.278,24.5251,24.5273,2.9438,11.7224,11.7205,3.6998,2.135
ctd006,4-Sep-20,8:00:02,10,6.1603,99.487,268.535,6.041,97.56,263.334,32.2753,32.2778,24.5248,24.5272,2.9337,11.7225,11.7201,3.4101,1.932
ctd012,5-Sep-20,7:05:20,1,7.7907,95.193,339.251,7.5725,92.528,329.751,31.8795,31.8822,25.5869,25.5891,0.4286,0.0148,0.0149,0.8512,69.003
ctd012,5-Sep-20,7:05:22,2,7.7868,95.146,339.084,7.5641,92.425,329.387,31.8795,31.882,25.5869,25.589,0.4378,0.0146,0.0149,0.878,69.025
ctd012,5-Sep-20,7:07:19,3,7.7739,94.961,338.522,7.5674,92.439,329.532,31.8726,31.8756,25.5818,25.5842,0.447,0.0058,0.0068,0.6328,46.316
ctd012,5-Sep-20,7:07:20,4,7.7737,94.96,338.515,7.5619,92.372,329.29,31.8727,31.8756,25.5819,25.5842,0.4737,0.0059,0.0065,0.522,46.148
ctd012,5-Sep-20,7:08:44,5,7.7871,95.06,339.101,7.584,92.581,330.257,31.8556,31.8585,25.5689,25.5713,0.6318,-0.0145,-0.015,0.4115,30.421
ctd012,5-Sep-20,7:08:47,6,7.7821,94.997,338.885,7.5732,92.447,329.789,31.8557,31.8586,25.5691,25.5715,0.7085,-0.0157,-0.0155,0.4048,30.606
ctd012,5-Sep-20,7:09:57,7,6.1954,98.25,270.127,6.0533,95.996,263.931,31.7966,31.8022,24.28,24.2847,0.948,11.0116,11.0102,0.2272,15.939
ctd012,5-Sep-20,7:09:59,8,6.1934,98.191,270.042,6.0393,95.747,263.319,31.7969,31.8029,24.2826,24.286,0.9368,10.9984,11.0058,0.2183,15.86
ctd012,5-Sep-20,7:11:26,9,6.2047,98.4,270.529,6.065,96.185,264.441,31.8078,31.8102,24.289,24.2911,0.9411,11.0098,11.0088,0.2192,3.348
ctd012,5-Sep-20,7:11:27,10,6.2041,98.393,270.506,6.0644,96.177,264.414,31.8078,31.8101,24.2889,24.2908,0.942,11.0106,11.0104,0.2188,3.608
ctd049,13-Sep-20,5:40:00,1,8.0647,95.932,350.961,7.8598,93.495,342.045,32.6311,32.6331,26.2396,26.2412,1.4737,-1.1956,-1.1944,1.8598,39.266
ctd049,13-Sep-20,5:40:06,2,8.0584,95.857,350.687,7.8483,93.358,341.545,32.628,32.6307,26.2371,26.2392,1.4932,-1.1949,-1.194,1.8516,38.684
ctd049,13-Sep-20,5:40:57,3,8.3273,99.488,362.452,8.1027,96.804,352.673,32.4242,32.4305,26.0652,26.0705,2.1467,-0.9785,-0.9838,0.3146,31.688
ctd049,13-Sep-20,5:41:02,4,8.3698,100.052,364.303,8.0983,96.807,352.487,32.4063,32.4078,26.0499,26.051,2.7733,-0.9523,-0.9476,0.3453,31.52
ctd049,13-Sep-20,5:42:46,5,7.4613,100.05,325.507,5.9319,79.542,258.785,29.8902,29.5836,23.7029,23.4594,0.5131,4.2262,4.229,0.2081,15.839
ctd049,13-Sep-20,5:42:47,6,7.4546,100.334,325.176,6.873,92.507,299.808,30.0531,29.9376,23.822,23.7306,0.5495,4.3344,4.3321,0.2077,16.584
ctd049,13-Sep-20,5:44:24,7,7.512,99.028,327.871,7.0722,93.23,308.673,29.2356,28.4235,23.229,22.5834,0.4824,3.712,3.7122,0.2167,3.679
ctd049,13-Sep-20,5:44:28,8,7.4992,98.853,327.311,7.2379,95.409,315.907,29.2329,28.4162,23.227,22.5778,0.4612,3.71,3.7099,0.2009,3.662
ctd061,14-Sep-20,14:54:37,1,5.9307,69.912,257.977,5.7743,68.069,251.176,33.1752,33.1784,26.6943,26.6969,2.4495,-1.675,-1.6745,0.0461,83.93
ctd061,14-Sep-20,14:54:39,2,5.9278,69.878,257.851,5.7833,68.175,251.567,33.1752,33.1785,26.6943,26.6969,2.3665,-1.6751,-1.6745,0.0606,83.869
ctd061,14-Sep-20,14:55:50,3,5.9618,70.283,259.332,5.8145,68.546,252.923,33.1726,33.176,26.6921,26.6948,1.6987,-1.6724,-1.672,0.0419,60.82
ctd061,14-Sep-20,14:55:52,4,5.956,70.214,259.079,5.8172,68.578,253.042,33.1726,33.1759,26.6921,26.6948,1.7493,-1.6724,-1.672,0.0388,61.035
ctd061,14-Sep-20,14:57:09,5,6.736,79.412,293.147,6.5868,77.654,286.655,32.577,32.5812,26.2043,26.2079,0.0613,-1.514,-1.5202,-0.0051,41.43
ctd061,14-Sep-20,14:57:11,6,6.7812,79.981,295.116,6.6131,77.998,287.801,32.5774,32.5808,26.2043,26.2074,0.0416,-1.4979,-1.5095,0.0006,41.193
ctd061,14-Sep-20,14:58:46,7,7.7296,101.315,337.307,7.5777,99.325,330.679,29.4301,29.4297,23.4076,23.4074,0.1993,3.4275,3.4257,0.2013,15.191
ctd061,14-Sep-20,14:58:48,8,7.7272,101.264,337.21,7.5761,99.284,330.615,29.4133,29.425,23.3945,23.4039,0.2075,3.4237,3.4228,0.1997,14.986
ctd061,14-Sep-20,14:59:41,9,7.5688,98.934,330.41,7.4063,96.81,323.318,28.9605,28.9637,23.0324,23.035,0.2497,3.4446,3.4451,0.156,3.01
ctd061,14-Sep-20,14:59:42,10,7.5583,98.797,329.956,7.3904,96.602,322.625,28.9604,28.964,23.0324,23.0353,0.2312,3.4443,3.4438,0.1548,2.804
ctd060,14-Sep-20,13:20:47,1,7.1566,85.309,311.331,6.9784,83.185,303.579,33.0825,33.0859,26.6069,26.6097,14.8979,-1.2368,-1.2367,0.544,123.009
ctd060,14-Sep-20,13:20:51,2,7.1604,85.354,311.498,6.9816,83.223,303.719,33.0824,33.086,26.6069,26.6098,12.7221,-1.2369,-1.2367,0.4715,123.825
ctd060,14-Sep-20,13:22:22,3,7.0909,84.486,308.474,6.9083,82.31,300.529,33.0777,33.0805,26.6035,26.606,12.647,-1.2533,-1.2596,0.4658,90.343
ctd060,14-Sep-20,13:23:53,4,6.9431,82.653,302.045,6.7769,80.674,294.812,33.0766,33.0801,26.6036,26.6064,6.3397,-1.2852,-1.2849,0.3272,61.221
ctd060,14-Sep-20,13:23:55,5,6.9583,82.834,302.706,6.762,80.497,294.165,33.0766,33.0802,26.6036,26.6065,6.712,-1.2851,-1.2849,0.3281,60.964
ctd060,14-Sep-20,13:25:14,6,6.968,82.961,303.128,6.7845,80.776,295.145,33.0724,33.0758,26.6001,26.6027,3.9991,-1.279,-1.2786,0.2816,40.444
ctd060,14-Sep-20,13:26:30,7,7.6205,101.404,332.328,7.4573,99.232,325.208,30.3237,30.3282,24.087,24.0905,0.2187,3.7934,3.7946,0.3047,15.164
ctd060,14-Sep-20,13:26:31,8,7.6228,101.44,332.426,7.451,99.153,324.933,30.3243,30.3285,24.0873,24.0906,0.2352,3.7953,3.7958,0.2961,15.217
ctd060,14-Sep-20,13:27:23,9,7.5599,99.953,329.867,7.3851,97.642,322.24,29.6067,29.6101,23.5226,23.5252,0.1981,3.729,3.7305,0.2018,3.803
ctd060,14-Sep-20,13:27:25,10,7.5582,99.934,329.791,7.3862,97.661,322.288,29.6065,29.61,23.5222,23.5251,0.2195,3.731,3.7304,0.2082,3.922
ctd048,13-Sep-20,2:59:54,1,7.6975,91.598,334.991,7.5111,89.38,326.881,32.5853,32.588,26.2017,26.2039,1.3533,-1.1698,-1.1691,2.2809,39.94
ctd048,13-Sep-20,2:59:55,2,7.7088,91.732,335.484,7.5175,89.456,327.159,32.585,32.5883,26.2014,26.2041,1.3665,-1.1698,-1.1691,2.2362,39.829
ctd048,13-Sep-20,3:00:46,3,7.409,88.14,322.445,7.2325,86.04,314.761,32.5643,32.5675,26.1848,26.1874,1.2636,-1.1749,-1.1741,1.9241,31.133
ctd048,13-Sep-20,3:00:50,4,7.4029,88.067,322.178,7.2272,85.977,314.533,32.5644,32.5675,26.1849,26.1874,1.334,-1.175,-1.1742,2.0311,31.194
ctd048,13-Sep-20,3:01:56,5,7.3691,99.329,321.313,7.2381,97.564,315.6,30.5739,30.5769,24.2434,24.2457,0.5542,4.251,4.2511,0.2067,16.197
ctd048,13-Sep-20,3:02:02,6,7.3566,99.094,320.773,7.2451,97.592,315.912,30.5559,30.5603,24.2312,24.2347,0.5601,4.228,4.2286,0.1985,15.904
ctd048,13-Sep-20,3:03:07,7,7.5222,98.907,328.28,7.3741,96.959,321.815,29.361,29.3561,23.3405,23.3368,0.3669,3.5728,3.5706,0.2064,2.627
ctd048,13-Sep-20,3:03:09,8,7.5163,98.84,328.02,7.3772,97.01,321.947,29.371,29.3671,23.3484,23.3453,0.3652,3.5744,3.5735,0.2004,2.559
ctd062,14-Sep-20,16:15:14,1,6.0993,72,265.32,5.9443,70.17,258.577,33.1473,33.152,26.6701,26.6739,2.0448,-1.6163,-1.6132,0.0499,59.852
ctd062,14-Sep-20,16:15:16,2,6.0846,71.834,264.679,5.9343,70.06,258.141,33.1408,33.1415,26.6647,26.665,1.9636,-1.6103,-1.5997,0.0424,59.724
ctd062,14-Sep-20,16:16:26,3,7.3414,87.417,319.437,7.3596,87.634,320.228,32.8176,32.8211,26.3912,26.3932,0.4705,-1.207,-1.1796,0.0423,39.743
ctd062,14-Sep-20,16:16:28,4,7.4423,88.675,323.824,7.3451,87.517,319.595,32.8298,32.8273,26.4005,26.398,0.5462,-1.1864,-1.1718,0.0306,39.367
ctd062,14-Sep-20,16:16:37,5,7.5688,90.424,329.341,7.323,87.488,318.646,32.7895,32.7988,26.3643,26.3722,0.4717,-1.0759,-1.0845,0.0473,39.527
ctd062,14-Sep-20,16:18:24,6,7.479,99.377,326.083,7.2518,96.359,316.18,30.593,30.5541,24.313,24.2781,0.696,3.6607,3.7047,0.4531,15.082
ctd062,14-Sep-20,16:18:25,7,7.4809,99.458,326.172,7.274,96.707,317.151,30.5762,30.5453,24.2972,24.2704,0.6959,3.6876,3.7133,0.4965,14.866
ctd062,14-Sep-20,16:19:24,8,7.532,99.008,328.697,7.3092,96.079,318.974,29.4006,29.404,23.3739,23.3767,0.3573,3.5506,3.5498,0.244,1.827
ctd062,14-Sep-20,16:19:26,9,7.5463,99.196,329.322,7.3122,96.118,319.102,29.4001,29.404,23.3735,23.3766,0.3538,3.5509,3.5504,0.2605,1.952
ctd072,22-Sep-20,16:34:41,1,5.4125,78.058,235.756,5.2701,76.004,229.552,32.2588,32.2614,25.3094,25.3113,0.369,6.622,6.6228,-0.0017,67.034
ctd072,22-Sep-20,16:34:43,2,5.4176,78.143,235.977,5.2685,75.993,229.485,32.258,32.2606,25.3078,25.3097,0.3633,6.6288,6.6304,-0.0053,66.41
ctd072,22-Sep-20,16:35:48,3,5.4502,79.199,237.421,5.3102,77.165,231.321,32.1902,32.1933,25.2101,25.2125,0.3125,6.9692,6.9695,0.0316,46.104
ctd072,22-Sep-20,16:35:59,4,5.4463,79.143,237.249,5.2987,76.999,230.822,32.1923,32.1949,25.2117,25.2137,0.2908,6.9691,6.9697,0.033,46.546
ctd072,22-Sep-20,16:36:55,5,5.9247,92.824,258.281,5.7796,90.55,251.953,31.8897,31.8944,24.4539,24.4547,0.3256,10.4219,10.4385,1.0025,31.859
ctd072,22-Sep-20,16:37:03,6,5.9364,93.279,258.8,5.7934,91.032,252.566,31.8768,31.8773,24.4204,24.417,0.3204,10.5601,10.5824,0.9908,31.48
ctd072,22-Sep-20,16:38:20,7,6.0322,95.487,262.996,5.8667,92.867,255.779,31.8536,31.8561,24.3421,24.3441,0.3591,10.91,10.9097,1.1886,15.17
ctd072,22-Sep-20,16:38:25,8,6.0371,95.561,263.209,5.8638,92.818,255.653,31.8533,31.856,24.3421,24.3442,0.3466,10.9084,10.9087,1.2297,15.34
ctd072,22-Sep-20,16:39:36,9,6.0506,95.775,263.799,5.8753,92.999,256.154,31.8517,31.8568,24.3409,24.3448,0.4428,10.9084,10.9087,1.1691,1.927
ctd072,22-Sep-20,16:39:37,10,6.0473,95.722,263.654,5.8678,92.881,255.828,31.8509,31.8569,24.3402,24.3449,0.4468,10.9087,10.9089,1.1717,2.561
ctd070,20-Sep-20,14:07:51,1,5.1674,69.293,225.02,5.0404,67.591,219.492,32.1787,32.1817,25.5807,25.583,2.3084,3.5957,3.5961,0.1577,62.54
ctd070,20-Sep-20,14:07:53,2,5.1693,69.319,225.104,5.041,67.597,219.514,32.1787,32.1816,25.5807,25.583,2.1697,3.5956,3.596,0.1607,62.577
ctd070,20-Sep-20,14:09:23,3,5.1719,69.356,225.215,5.0248,67.384,218.811,32.1782,32.1812,25.5801,25.5824,2.3906,3.5974,3.5982,0.1704,46.718
ctd070,20-Sep-20,14:09:24,4,5.1608,69.207,224.731,5.0257,67.396,218.85,32.1781,32.1811,25.58,25.5824,2.7161,3.5975,3.5979,0.1774,46.588
ctd070,20-Sep-20,14:11:11,5,6.3394,96.394,276.277,6.1783,93.945,269.259,31.9826,31.9863,24.7512,24.7539,0.5273,9.0321,9.0333,0.3746,30.675
ctd070,20-Sep-20,14:11:12,6,6.3485,96.539,276.676,6.174,93.886,269.072,31.9836,31.9872,24.7516,24.7543,0.4832,9.0346,9.0356,0.3628,30.754
ctd070,20-Sep-20,14:12:41,7,6.4748,98.637,282.183,6.3294,96.421,275.845,31.9831,31.986,24.7386,24.7408,0.4206,9.1159,9.1163,0.5539,15.335
ctd070,20-Sep-20,14:12:42,8,6.4805,98.727,282.433,6.3233,96.332,275.582,31.9832,31.986,24.7385,24.7406,0.4154,9.1171,9.1178,0.545,15.31
ctd070,20-Sep-20,14:13:59,9,6.4673,98.533,281.855,6.3236,96.344,275.593,31.9834,31.9861,24.7381,24.7401,0.4072,9.121,9.1212,0.6381,3.75
ctd070,20-Sep-20,14:14:00,10,6.4919,98.908,282.927,6.3169,96.242,275.3,31.9835,31.986,24.7381,24.74,0.4558,9.1211,9.1213,0.6837,3.792
ctd064,15-Sep-20,13:01:46,1,6.6337,83.229,288.195,6.4701,81.177,281.087,34.873,34.8766,27.9913,27.9943,-0.0058,0.2251,0.225,0.1921,889.922
ctd064,15-Sep-20,13:01:47,2,6.6394,83.3,288.442,6.4758,81.248,281.335,34.873,34.8766,27.9914,27.9943,-0.0123,0.2248,0.2245,0.2059,889.906
ctd064,15-Sep-20,13:08:44,3,6.5881,83.57,286.223,6.4186,81.42,278.858,34.863,34.8665,27.9578,27.9607,-0.0141,0.6524,0.6527,0.1653,607.904
ctd064,15-Sep-20,13:13:41,4,6.4522,82.181,280.329,6.2731,79.899,272.546,34.8312,34.8348,27.9217,27.9245,-0.006,0.8197,0.8205,0.1636,406.298
ctd064,15-Sep-20,13:13:43,5,6.4511,82.169,280.279,6.2861,80.068,273.112,34.8315,34.8348,27.9218,27.9245,-0.011,0.8209,0.8208,0.171,406.275
ctd064,15-Sep-20,13:19:32,6,6.0304,73.199,262.155,5.8792,71.363,255.58,33.9915,33.9978,27.3283,27.3334,0.0229,-0.7988,-0.7981,0.226,204.061
ctd064,15-Sep-20,13:22:49,7,7.3299,87.746,318.993,7.1238,85.279,310.024,32.6052,32.6118,26.211,26.2163,0.0294,-0.952,-0.951,0.3067,102.723
ctd064,15-Sep-20,13:25:45,8,7.6034,94.339,331.174,7.4127,91.973,322.869,31.611,31.6186,25.3388,25.3395,0.0815,0.6735,0.7739,0.1832,50.984
ctd064,15-Sep-20,13:27:29,9,8.1091,100.292,353.764,7.9172,97.919,345.394,29.6139,29.6196,23.7121,23.7142,0.2459,1.085,1.1328,0.159,25.143
ctd064,15-Sep-20,13:29:10,10,8.1233,98.794,356.101,7.9333,96.484,347.773,23.502,23.5046,18.7689,18.7711,0.1922,2.0668,2.0667,0.2111,3.504
ctd064,15-Sep-20,13:29:11,11,8.1133,98.673,355.666,7.9087,96.184,346.696,23.5016,23.5047,18.7687,18.7712,0.1929,2.0666,2.0659,0.2089,3.251
ctd058,14-Sep-20,11:09:59,1,7.6163,98.072,331.634,7.386,95.106,321.607,32.1067,32.1102,25.6551,25.6578,9.7431,1.9875,1.9873,0.7514,43.334
ctd058,14-Sep-20,11:10:00,2,7.5941,97.787,330.67,7.4221,95.572,323.179,32.1067,32.1094,25.655,25.6571,10.0137,1.9875,1.9889,0.7642,43.021
ctd058,14-Sep-20,11:10:55,3,7.4892,97.805,326.198,7.3316,95.748,319.335,31.7814,31.7867,25.346,25.3506,3.0448,2.6371,2.6329,0.5748,31.187
ctd058,14-Sep-20,11:10:57,4,7.5237,98.325,327.705,7.3675,96.284,320.902,31.7657,31.7717,25.3309,25.3363,2.991,2.6695,2.662,0.5992,30.873
ctd058,14-Sep-20,11:11:55,5,7.4755,99.361,325.686,7.3189,97.28,318.863,31.5426,31.5463,25.0908,25.0938,1.1054,3.4112,3.4108,0.65,15.451
ctd058,14-Sep-20,11:11:57,6,7.4859,99.563,326.139,7.3249,97.422,319.125,31.5346,31.5388,25.082,25.0854,1.0291,3.4397,3.4388,0.6463,15.226
ctd058,14-Sep-20,11:12:52,7,7.4109,99.311,323.046,7.2593,97.28,316.44,30.8961,30.8879,24.5302,24.5234,0.3872,3.9225,3.9259,0.4264,3.945
ctd058,14-Sep-20,11:12:53,8,7.4142,99.356,323.195,7.2652,97.359,316.698,30.8862,30.886,24.5221,24.5219,0.38,3.9252,3.9261,0.4057,4.229
ctd059,14-Sep-20,12:02:01,1,7.4312,91.06,323.404,7.2684,89.065,316.319,32.6271,32.6304,26.1944,26.1969,2.3067,-0.0761,-0.0752,0.3984,81.968
ctd059,14-Sep-20,12:02:03,2,7.4321,91.073,323.447,7.2574,88.932,315.84,32.6268,32.6297,26.194,26.1963,2.3259,-0.0754,-0.0734,0.4126,81.547
ctd059,14-Sep-20,12:03:22,3,7.6862,96.62,334.604,7.4792,94.017,325.591,32.316,32.3186,25.8882,25.8901,4.3084,0.9883,0.9915,0.5437,60.851
ctd059,14-Sep-20,12:03:23,4,7.686,96.619,334.594,7.4801,94.03,325.63,32.3153,32.3168,25.8876,25.8884,4.5222,0.9893,0.9953,0.5652,60.444
ctd059,14-Sep-20,12:04:46,5,7.6928,96.777,334.895,7.5265,94.686,327.657,32.2989,32.3024,25.8724,25.8752,3.0896,1.0231,1.0229,0.5322,41.258
ctd059,14-Sep-20,12:04:47,6,7.7121,97.02,335.737,7.5261,94.679,327.637,32.2993,32.3028,25.8727,25.8756,2.739,1.0228,1.0229,0.531,40.844
ctd059,14-Sep-20,12:06:19,7,7.7166,99.82,336.116,7.5464,97.618,328.703,31.6972,31.7193,25.306,25.3242,0.988,2.2806,2.2733,0.5886,14.798
ctd059,14-Sep-20,12:06:20,8,7.7361,100.044,336.973,7.5311,97.394,328.047,31.6676,31.6765,25.2826,25.2906,0.9477,2.2775,2.265,0.5639,14.435
ctd059,14-Sep-20,12:07:24,9,7.5175,100.041,327.918,7.3178,97.383,319.205,30.0096,30.0129,23.8292,23.8319,0.2031,3.883,3.8828,0.141,4.164
ctd059,14-Sep-20,12:07:25,10,7.4891,99.662,326.678,7.3502,97.813,320.618,30.0093,30.013,23.829,23.832,0.1856,3.8827,3.8826,0.1415,4.337
ctd065,18-Sep-20,8:06:55,1,6.7604,89.575,294.366,6.5721,87.079,286.164,32.2315,32.2342,25.6674,25.6696,3.4567,3.0946,3.0951,0.3103,31.589
ctd065,18-Sep-20,8:06:56,2,6.7669,89.655,294.645,6.582,87.206,286.597,32.2312,32.2341,25.6674,25.6697,3.5613,3.0924,3.0925,0.2981,31.628
ctd065,18-Sep-20,8:07:58,3,6.7561,89.508,294.176,6.5833,87.219,286.653,32.2283,32.2314,25.6652,25.6676,3.3134,3.0917,3.0922,0.2842,31.396
ctd065,18-Sep-20,8:08:00,4,6.7425,89.329,293.586,6.5797,87.172,286.495,32.2283,32.2312,25.6651,25.6674,3.3017,3.092,3.0926,0.2985,31.212
ctd065,18-Sep-20,8:09:52,5,6.3024,93.777,274.665,6.1135,90.967,266.435,31.8104,31.8192,24.7533,24.7631,0.4645,8.115,8.095,0.5291,16.291
ctd065,18-Sep-20,8:09:57,6,6.3582,94.827,277.104,6.1343,91.487,267.346,31.8019,31.7964,24.7315,24.7231,0.3506,8.2199,8.2475,0.5265,15.952
ctd065,18-Sep-20,8:11:28,7,6.416,96.613,279.85,6.2855,94.648,274.158,30.8702,30.8738,23.8986,23.9015,0.4787,8.9175,8.9171,0.789,3.621
ctd065,18-Sep-20,8:11:29,8,6.414,96.583,279.765,6.2764,94.512,273.763,30.8695,30.8717,23.898,23.8997,0.457,8.9177,8.9179,0.8032,4.075
ctd071,20-Sep-20,16:09:04,1,5.3371,71.533,232.403,5.1814,69.447,225.623,32.2054,32.2085,25.6045,25.6069,1.2858,3.5683,3.5687,0.1009,66.193
ctd071,20-Sep-20,16:09:10,2,5.3275,71.407,231.985,5.1815,69.45,225.627,32.2052,32.2083,25.6042,25.6066,1.2484,3.5697,3.5706,0.0941,66.123
ctd071,20-Sep-20,16:10:22,3,5.3248,71.419,231.871,5.1844,69.535,225.755,32.2036,32.2069,25.6004,25.603,1.1799,3.5969,3.5969,0.0898,46.62
ctd071,20-Sep-20,16:10:28,4,5.3215,71.38,231.726,5.1865,69.568,225.846,32.2035,32.2068,25.6,25.6023,1.1031,3.6001,3.6033,0.0997,46.574
ctd071,20-Sep-20,16:11:38,5,6.2738,96.111,273.414,6.0848,93.216,265.178,32.076,32.0801,24.7759,24.779,0.5597,9.3415,9.342,0.4893,30.453
ctd071,20-Sep-20,16:11:40,6,6.2627,95.937,272.929,6.0969,93.398,265.704,32.0765,32.0804,24.7766,24.7797,0.5564,9.3398,9.3394,0.4673,30.747
ctd071,20-Sep-20,16:12:56,7,6.3106,97.151,275.023,6.153,94.726,268.158,32.0853,32.0881,24.7481,24.7501,0.6459,9.5621,9.5631,0.6142,14.696
